MeasurementName	MeasurementUnit	Sex	AgeMin	AgeMax	Percentile	Value
Weight	lb	Male	46	55	43.1	185.388259496
Weight	lb	Male	56	65	43.1	182.762998
Weight	lb	Male	66	79	43.1	177.47191
Weight	lb	Male	80	99	43.1	172.231969184
Weight	lb	Female	0	18	43.2	52.974373056
Weight	lb	Female	18	25	43.2	142.7270988
Weight	lb	Female	26	35	43.2	155.205248
Weight	lb	Female	36	45	43.2	164.24419
Weight	lb	Female	46	55	43.2	158.512178
Weight	lb	Female	56	65	43.2	161.598646
Weight	lb	Female	66	79	43.2	155.47862088
Weight	lb	Female	80	99	43.2	141.011022592
Weight	lb	Male	0	18	43.2	52.690418
Weight	lb	Male	18	25	43.2	167.739835472
Weight	lb	Male	26	35	43.2	183.644846
Weight	lb	Male	36	45	43.2	188.935934
Weight	lb	Male	46	55	43.2	185.408542
Weight	lb	Male	56	65	43.2	182.762998
Weight	lb	Male	66	79	43.2	177.47191
Weight	lb	Male	80	99	43.2	172.291934848
Weight	lb	Female	0	18	43.3	53.131342
Weight	lb	Female	18	25	43.3	142.85386445
Weight	lb	Female	26	35	43.3	155.205248
Weight	lb	Female	36	45	43.3	164.24419
Weight	lb	Female	46	55	43.3	158.613810982
Weight	lb	Female	56	65	43.3	161.598646
Weight	lb	Female	66	79	43.3	155.63184197
Weight	lb	Female	80	99	43.3	141.069004098
Weight	lb	Male	0	18	43.3	53.037425188
Weight	lb	Male	18	25	43.3	167.771582
Weight	lb	Male	26	35	43.3	183.644846
Weight	lb	Male	36	45	43.3	189.052337936
Weight	lb	Male	46	55	43.3	185.462334728
Weight	lb	Male	56	65	43.3	182.762998
Weight	lb	Male	66	79	43.3	177.47191
Weight	lb	Male	80	99	43.3	172.351900512
Weight	lb	Female	0	18	43.4	53.231872672
Weight	lb	Female	18	25	43.4	142.9806301
Weight	lb	Female	26	35	43.4	155.302692204
Weight	lb	Female	36	45	43.4	164.24419
Weight	lb	Female	46	55	43.4	158.73264
Weight	lb	Female	56	65	43.4	161.598646
Weight	lb	Female	66	79	43.4	155.92395412
Weight	lb	Female	80	99	43.4	141.189596812
Weight	lb	Male	0	18	43.4	53.131342
Weight	lb	Male	18	25	43.4	167.776432164
Weight	lb	Male	26	35	43.4	183.69555226
Weight	lb	Male	36	45	43.4	189.320419728
Weight	lb	Male	46	55	43.4	185.609603344
Weight	lb	Male	56	65	43.4	182.762998
Weight	lb	Male	66	79	43.4	177.565385888
Weight	lb	Male	80	99	43.4	172.422448352
Weight	lb	Female	0	18	43.5	53.36062248
Weight	lb	Female	18	25	43.5	143.1349535
Weight	lb	Female	26	35	43.5	155.45988161
Weight	lb	Female	36	45	43.5	164.24419
Weight	lb	Female	46	55	43.5	158.73264
Weight	lb	Female	56	65	43.5	161.598646
Weight	lb	Female	66	79	43.5	156.087096
Weight	lb	Female	80	99	43.5	141.36354133
Weight	lb	Male	0	18	43.5	53.131342
Weight	lb	Male	18	25	43.5	167.90496151
Weight	lb	Male	26	35	43.5	183.82672715
Weight	lb	Male	36	45	43.5	189.58850152
Weight	lb	Male	46	55	43.5	185.629004
Weight	lb	Male	56	65	43.5	182.85008049
Weight	lb	Male	66	79	43.5	177.79819376
Weight	lb	Male	80	99	43.5	172.54237968
Weight	lb	Female	0	18	43.6	53.572266
Weight	lb	Female	18	25	43.6	143.3884848
Weight	lb	Female	26	35	43.6	155.617071016
Weight	lb	Female	36	45	43.6	164.24419
Weight	lb	Female	46	55	43.6	159.002485488
Weight	lb	Female	56	65	43.6	161.663020904
Weight	lb	Female	66	79	43.6	156.09150524
Weight	lb	Female	80	99	43.6	141.537485848
Weight	lb	Male	0	18	43.6	53.131342
Weight	lb	Male	18	25	43.6	168.240725136
Weight	lb	Male	26	35	43.6	183.95790204
Weight	lb	Male	36	45	43.6	189.837182656
Weight	lb	Male	46	55	43.6	185.629004
Weight	lb	Male	56	65	43.6	182.98346
Weight	lb	Male	66	79	43.6	178.284973856
Weight	lb	Male	80	99	43.6	172.662311008
Weight	lb	Female	0	18	43.7	53.572266
Weight	lb	Female	18	25	43.7	143.520762
Weight	lb	Female	26	35	43.7	155.774260422
Weight	lb	Female	36	45	43.7	164.331492952
Weight	lb	Female	46	55	43.7	159.173564
Weight	lb	Female	56	65	43.7	161.819108
Weight	lb	Female	66	79	43.7	156.24472633
Weight	lb	Female	80	99	43.7	141.711430366
Weight	lb	Male	0	18	43.7	53.351804
Weight	lb	Male	18	25	43.7	169.011901212
Weight	lb	Male	26	35	43.7	184.09238386
Weight	lb	Male	36	45	43.7	189.971223552
Weight	lb	Male	46	55	43.7	185.629004
Weight	lb	Male	56	65	43.7	182.989853398
Weight	lb	Male	66	79	43.7	178.353758
Weight	lb	Male	80	99	43.7	172.782242336
Weight	lb	Female	0	18	43.8	53.792728
Weight	lb	Female	18	25	43.8	143.520762
Weight	lb	Female	26	35	43.8	155.866634
Weight	lb	Female	36	45	43.8	164.464652
Weight	lb	Female	46	55	43.8	159.173564
Weight	lb	Female	56	65	43.8	161.819108
Weight	lb	Female	66	79	43.8	156.307558
Weight	lb	Female	80	99	43.8	141.757066
Weight	lb	Male	0	18	43.8	53.351804
Weight	lb	Male	18	25	43.8	169.314816
Weight	lb	Male	26	35	43.8	184.35473364
Weight	lb	Male	36	45	43.8	190.038244
Weight	lb	Male	46	55	43.8	185.629004
Weight	lb	Male	56	65	43.8	183.169970852
Weight	lb	Male	66	79	43.8	178.434888016
Weight	lb	Male	80	99	43.8	172.872190832
Weight	lb	Female	0	18	43.9	53.792728
Weight	lb	Female	18	25	43.9	143.520762
Weight	lb	Female	26	35	43.9	155.868177234
Weight	lb	Female	36	45	43.9	164.464652
Weight	lb	Female	46	55	43.9	159.173564
Weight	lb	Female	56	65	43.9	161.819108
Weight	lb	Female	66	79	43.9	156.307558
Weight	lb	Female	80	99	43.9	141.757066
Weight	lb	Male	0	18	43.9	53.572266
Weight	lb	Male	18	25	43.9	169.314816
Weight	lb	Male	26	35	43.9	184.57188871
Weight	lb	Male	36	45	43.9	190.038244
Weight	lb	Male	46	55	43.9	185.740116848
Weight	lb	Male	56	65	43.9	183.350088306
Weight	lb	Male	66	79	43.9	178.57422
Weight	lb	Male	80	99	43.9	172.932156496
Weight	lb	Female	0	18	44	54.00437152
Weight	lb	Female	18	25	44	143.520762
Weight	lb	Female	26	35	44	156.02536664
Weight	lb	Female	36	45	44	164.464652
Weight	lb	Female	46	55	44	159.27938576
Weight	lb	Female	56	65	44	161.96902216
Weight	lb	Female	66	79	44	156.307558
Weight	lb	Female	80	99	44	141.757066
Weight	lb	Male	0	18	44	53.792728
Weight	lb	Male	18	25	44	169.314816
Weight	lb	Male	26	35	44	184.7030636
Weight	lb	Male	36	45	44	190.15288424
Weight	lb	Male	46	55	44	186.03465408
Weight	lb	Male	56	65	44	183.53020576
Weight	lb	Male	66	79	44	178.57422
Weight	lb	Male	80	99	44	172.99212216
Weight	lb	Female	0	18	44.1	54.133121328
Weight	lb	Female	18	25	44.1	143.520762
Weight	lb	Female	26	35	44.1	156.087096
Weight	lb	Female	36	45	44.1	164.514917336
Weight	lb	Female	46	55	44.1	159.394026
Weight	lb	Female	56	65	44.1	162.03957
Weight	lb	Female	66	79	44.1	156.307558
Weight	lb	Female	80	99	44.1	141.757066
Weight	lb	Male	0	18	44.1	53.792728
Weight	lb	Male	18	25	44.1	169.337523586
Weight	lb	Male	26	35	44.1	184.747156
Weight	lb	Male	36	45	44.1	190.286925136
Weight	lb	Male	46	55	44.1	186.069928
Weight	lb	Male	56	65	44.1	183.710323214
Weight	lb	Male	66	79	44.1	178.828192224
Weight	lb	Male	80	99	44.1	173.052087824
Weight	lb	Female	0	18	44.2	54.233652
Weight	lb	Female	18	25	44.2	143.520762
Weight	lb	Female	26	35	44.2	156.119283452
Weight	lb	Female	36	45	44.2	164.671004432
Weight	lb	Female	46	55	44.2	159.394026
Weight	lb	Female	56	65	44.2	162.03957
Weight	lb	Female	66	79	44.2	156.34944578
Weight	lb	Female	80	99	44.2	141.865533304
Weight	lb	Male	0	18	44.2	53.792728
Weight	lb	Male	18	25	44.2	169.466052932
Weight	lb	Male	26	35	44.2	184.747156
Weight	lb	Male	36	45	44.2	190.420966032
Weight	lb	Male	46	55	44.2	186.126366272
Weight	lb	Male	56	65	44.2	183.890440668
Weight	lb	Male	66	79	44.2	179.083928144
Weight	lb	Male	80	99	44.2	173.06267
Weight	lb	Female	0	18	44.3	54.454114
Weight	lb	Female	18	25	44.3	143.520762
Weight	lb	Female	26	35	44.3	156.276472858
Weight	lb	Female	36	45	44.3	164.685114
Weight	lb	Female	46	55	44.3	159.533137522
Weight	lb	Female	56	65	44.3	162.088292102
Weight	lb	Female	66	79	44.3	156.50266687
Weight	lb	Female	80	99	44.3	141.981496316
Weight	lb	Male	0	18	44.3	53.870771548
Weight	lb	Male	18	25	44.3	169.594582278
Weight	lb	Male	26	35	44.3	184.747156
Weight	lb	Male	36	45	44.3	190.479168
Weight	lb	Male	46	55	44.3	186.273634888
Weight	lb	Male	56	65	44.3	184.070558122
Weight	lb	Male	66	79	44.3	179.246188176
Weight	lb	Male	80	99	44.3	173.06267
Weight	lb	Female	0	18	44.4	54.674576
Weight	lb	Female	18	25	44.4	143.5869006
Weight	lb	Female	26	35	44.4	156.307558
Weight	lb	Female	36	45	44.4	164.840319248
Weight	lb	Female	46	55	44.4	159.691208776
Weight	lb	Female	56	65	44.4	162.275023416
Weight	lb	Female	66	79	44.4	156.52802
Weight	lb	Female	80	99	44.4	142.097459328
Weight	lb	Male	0	18	44.4	54.020244784
Weight	lb	Male	18	25	44.4	169.723111624
Weight	lb	Male	26	35	44.4	184.90588864
Weight	lb	Male	36	45	44.4	190.479168
Weight	lb	Male	46	55	44.4	186.29039
Weight	lb	Male	56	65	44.4	184.08577
Weight	lb	Male	66	79	44.4	179.408448208
Weight	lb	Male	80	99	44.4	173.06267
Weight	lb	Female	0	18	44.5	54.674576
Weight	lb	Female	18	25	44.5	143.71366625
Weight	lb	Female	26	35	44.5	156.37038967
Weight	lb	Female	36	45	44.5	165.126038
Weight	lb	Female	46	55	44.5	159.83495
Weight	lb	Female	56	65	44.5	162.46175473
Weight	lb	Female	66	79	44.5	156.52802
Weight	lb	Female	80	99	44.5	142.20570617
Weight	lb	Male	0	18	44.5	54.233652
Weight	lb	Male	18	25	44.5	169.75574
Weight	lb	Male	26	35	44.5	185.4305882
Weight	lb	Male	36	45	44.5	190.479168
Weight	lb	Male	46	55	44.5	186.29039
Weight	lb	Male	56	65	44.5	184.21033103
Weight	lb	Male	66	79	44.5	179.456068
Weight	lb	Male	80	99	44.5	173.06267
Weight	lb	Female	0	18	44.6	54.895038
Weight	lb	Female	18	25	44.6	143.8404319
Weight	lb	Female	26	35	44.6	156.527579076
Weight	lb	Female	36	45	44.6	165.126038
Weight	lb	Female	46	55	44.6	159.83495
Weight	lb	Female	56	65	44.6	162.648486044
Weight	lb	Female	66	79	44.6	156.52802
Weight	lb	Female	80	99	44.6	142.263687676
Weight	lb	Male	0	18	44.6	54.319191256
Weight	lb	Male	18	25	44.6	169.75574
Weight	lb	Male	26	35	44.6	185.79214588
Weight	lb	Male	36	45	44.6	190.516205616
Weight	lb	Male	46	55	44.6	186.29039
Weight	lb	Male	56	65	44.6	184.306232
Weight	lb	Male	66	79	44.6	179.512506272
Weight	lb	Male	80	99	44.6	173.06267
Weight	lb	Female	0	18	44.7	55.1155
Weight	lb	Female	18	25	44.7	143.9837322
Weight	lb	Female	26	35	44.7	156.52802
Weight	lb	Female	36	45	44.7	165.230977912
Weight	lb	Female	46	55	44.7	159.83495
Weight	lb	Female	56	65	44.7	162.835217358
Weight	lb	Female	66	79	44.7	156.67462723
Weight	lb	Female	80	99	44.7	142.321669182
Weight	lb	Male	0	18	44.7	54.674576
Weight	lb	Male	18	25	44.7	169.75574
Weight	lb	Male	26	35	44.7	186.05449566
Weight	lb	Male	36	45	44.7	190.650246512
Weight	lb	Male	46	55	44.7	186.29039
Weight	lb	Male	56	65	44.7	184.350103938
Weight	lb	Male	66	79	44.7	179.674766304
Weight	lb	Male	80	99	44.7	173.06267
Weight	lb	Female	0	18	44.8	55.254831984
Weight	lb	Female	18	25	44.8	144.4907948
Weight	lb	Female	26	35	44.8	156.52802
Weight	lb	Female	36	45	44.8	165.3465
Weight	lb	Female	46	55	44.8	159.882569792
Weight	lb	Female	56	65	44.8	163.021948672
Weight	lb	Female	66	79	44.8	156.748482
Weight	lb	Female	80	99	44.8	142.379650688
Weight	lb	Male	0	18	44.8	54.838599728
Weight	lb	Male	18	25	44.8	169.796305008
Weight	lb	Male	26	35	44.8	186.44030416
Weight	lb	Male	36	45	44.8	190.784287408
Weight	lb	Male	46	55	44.8	186.29039
Weight	lb	Male	56	65	44.8	184.526694
Weight	lb	Male	66	79	44.8	179.67653
Weight	lb	Male	80	99	44.8	173.06267
Weight	lb	Female	0	18	44.9	55.604043792
Weight	lb	Female	18	25	44.9	144.843534
Weight	lb	Female	26	35	44.9	156.558223294
Weight	lb	Female	36	45	44.9	165.3465
Weight	lb	Female	46	55	44.9	160.040641046
Weight	lb	Female	56	65	44.9	163.14188
Weight	lb	Female	66	79	44.9	156.748482
Weight	lb	Female	80	99	44.9	142.418452
Weight	lb	Male	0	18	44.9	54.895038
Weight	lb	Male	18	25	44.9	169.924834354
Weight	lb	Male	26	35	44.9	186.731314
Weight	lb	Male	36	45	44.9	190.918328304
Weight	lb	Male	46	55	44.9	186.29039
Weight	lb	Male	56	65	44.9	184.526694
Weight	lb	Male	66	79	44.9	179.778824368
Weight	lb	Male	80	99	44.9	173.06267
Weight	lb	Female	0	18	45	55.776886
Weight	lb	Female	18	25	45	144.843534
Weight	lb	Female	26	35	45	156.7154127
Weight	lb	Female	36	45	45	165.4787772
Weight	lb	Female	46	55	45	160.1987123
Weight	lb	Female	56	65	45	163.1749493
Weight	lb	Female	66	79	45	156.748482
Weight	lb	Female	80	99	45	142.418452
Weight	lb	Male	0	18	45	55.1155
Weight	lb	Male	18	25	45	170.1305254
Weight	lb	Male	26	35	45	186.731314
Weight	lb	Male	36	45	45	190.920092
Weight	lb	Male	46	55	45	186.4226672
Weight	lb	Male	56	65	45	184.8132946
Weight	lb	Male	66	79	45	179.9410844
Weight	lb	Male	80	99	45	173.06267
Weight	lb	Female	0	18	45.1	55.776886
Weight	lb	Female	18	25	45.1	144.843534
Weight	lb	Female	26	35	45.1	156.748482
Weight	lb	Female	36	45	45.1	165.634864296
Weight	lb	Female	46	55	45.1	160.275874
Weight	lb	Female	56	65	45.1	163.361680614
Weight	lb	Female	66	79	45.1	156.748482
Weight	lb	Female	80	99	45.1	142.418452
Weight	lb	Male	0	18	45.1	55.1155
Weight	lb	Male	18	25	45.1	170.387584092
Weight	lb	Male	26	35	45.1	186.731314
Weight	lb	Male	36	45	45.1	190.965948096
Weight	lb	Male	46	55	45.1	186.688103448
Weight	lb	Male	56	65	45.1	184.967618
Weight	lb	Male	66	79	45.1	180.103344432
Weight	lb	Male	80	99	45.1	173.06267
Weight	lb	Female	0	18	45.2	55.776886
Weight	lb	Female	18	25	45.2	144.843534
Weight	lb	Female	26	35	45.2	156.870177024
Weight	lb	Female	36	45	45.2	165.787424
Weight	lb	Female	46	55	45.2	160.294392808
Weight	lb	Female	56	65	45.2	163.362342
Weight	lb	Female	66	79	45.2	156.77934668
Weight	lb	Female	80	99	45.2	142.418452
Weight	lb	Male	0	18	45.2	55.335962
Weight	lb	Male	18	25	45.2	170.530884392
Weight	lb	Male	26	35	45.2	186.731314
Weight	lb	Male	36	45	45.2	191.099988992
Weight	lb	Male	46	55	45.2	187.129909296
Weight	lb	Male	56	65	45.2	185.030229208
Weight	lb	Male	66	79	45.2	180.117454
Weight	lb	Male	80	99	45.2	173.06267
Weight	lb	Female	0	18	45.3	55.898581024
Weight	lb	Female	18	25	45.3	145.15769235
Weight	lb	Female	26	35	45.3	157.184555836
Weight	lb	Female	36	45	45.3	165.787424
Weight	lb	Female	46	55	45.3	160.452464062
Weight	lb	Female	56	65	45.3	163.514681242
Weight	lb	Female	66	79	45.3	156.93256777
Weight	lb	Female	80	99	45.3	142.449096218
Weight	lb	Male	0	18	45.3	55.556424
Weight	lb	Male	18	25	45.3	170.659413738
Weight	lb	Male	26	35	45.3	186.96720834
Weight	lb	Male	36	45	45.3	191.140554
Weight	lb	Male	46	55	45.3	187.172238
Weight	lb	Male	56	65	45.3	185.18808
Weight	lb	Male	66	79	45.3	180.117454
Weight	lb	Male	80	99	45.3	173.06267
Weight	lb	Female	0	18	45.4	56.027330832
Weight	lb	Female	18	25	45.4	145.5159431
Weight	lb	Female	26	35	45.4	157.344170324
Weight	lb	Female	36	45	45.4	165.787424
Weight	lb	Female	46	55	45.4	160.724734632
Weight	lb	Female	56	65	45.4	163.701412556
Weight	lb	Female	66	79	45.4	157.08578886
Weight	lb	Female	80	99	45.4	142.507077724
Weight	lb	Male	0	18	45.4	55.556424
Weight	lb	Male	18	25	45.4	170.787943084
Weight	lb	Male	26	35	45.4	187.172238
Weight	lb	Male	36	45	45.4	191.147608784
Weight	lb	Male	46	55	45.4	187.232203664
Weight	lb	Male	56	65	45.4	185.18808
Weight	lb	Male	66	79	45.4	180.149200528
Weight	lb	Male	80	99	45.4	173.06267
Weight	lb	Female	0	18	45.5	56.21781
Weight	lb	Female	18	25	45.5	145.64270875
Weight	lb	Female	26	35	45.5	157.409868
Weight	lb	Female	36	45	45.5	165.787424
Weight	lb	Female	46	55	45.5	160.98906857
Weight	lb	Female	56	65	45.5	163.88814387
Weight	lb	Female	66	79	45.5	157.2886139
Weight	lb	Female	80	99	45.5	142.56505923
Weight	lb	Male	0	18	45.5	55.776886
Weight	lb	Male	18	25	45.5	170.85805
Weight	lb	Male	26	35	45.5	187.172238
Weight	lb	Male	36	45	45.5	191.28164968
Weight	lb	Male	46	55	45.5	187.37947228
Weight	lb	Male	56	65	45.5	185.35011957
Weight	lb	Male	66	79	45.5	180.31146056
Weight	lb	Male	80	99	45.5	173.06267
Weight	lb	Female	0	18	45.6	56.284830448
Weight	lb	Female	18	25	45.6	145.725382
Weight	lb	Female	26	35	45.6	157.438087136
Weight	lb	Female	36	45	45.6	165.787424
Weight	lb	Female	46	55	45.6	161.147139824
Weight	lb	Female	56	65	45.6	164.074875184
Weight	lb	Female	66	79	45.6	157.59505608
Weight	lb	Female	80	99	45.6	142.623040736
Weight	lb	Male	0	18	45.6	55.776886
Weight	lb	Male	18	25	45.6	170.85805
Weight	lb	Male	26	35	45.6	187.172238
Weight	lb	Male	36	45	45.6	191.361016
Weight	lb	Male	46	55	45.6	187.3927
Weight	lb	Male	56	65	45.6	185.408542
Weight	lb	Male	66	79	45.6	180.337916
Weight	lb	Male	80	99	45.6	173.069724784
Weight	lb	Female	0	18	45.7	56.438272
Weight	lb	Female	18	25	45.7	145.725382
Weight	lb	Female	26	35	45.7	157.595276542
Weight	lb	Female	36	45	45.7	165.910000872
Weight	lb	Female	46	55	45.7	161.305211078
Weight	lb	Female	56	65	45.7	164.24419
Weight	lb	Female	66	79	45.7	157.63033
Weight	lb	Female	80	99	45.7	142.723130484
Weight	lb	Male	0	18	45.7	55.776886
Weight	lb	Male	18	25	45.7	170.85805
Weight	lb	Male	26	35	45.7	187.172238
Weight	lb	Male	36	45	45.7	191.361016
Weight	lb	Male	46	55	45.7	187.636090048
Weight	lb	Male	56	65	45.7	185.408542
Weight	lb	Male	66	79	45.7	180.337916
Weight	lb	Male	80	99	45.7	173.129690448
Weight	lb	Female	0	18	45.8	56.658734
Weight	lb	Female	18	25	45.8	145.8025437
Weight	lb	Female	26	35	45.8	157.63033
Weight	lb	Female	36	45	45.8	166.007886
Weight	lb	Female	46	55	45.8	161.463282332
Weight	lb	Female	56	65	45.8	164.24419
Weight	lb	Female	66	79	45.8	157.69867322
Weight	lb	Female	80	99	45.8	142.839093496
Weight	lb	Male	0	18	45.8	55.776886
Weight	lb	Male	18	25	45.8	170.861136468
Weight	lb	Male	26	35	45.8	187.28467362
Weight	lb	Male	36	45	45.8	191.463310368
Weight	lb	Male	46	55	45.8	188.225164512
Weight	lb	Male	56	65	45.8	185.408542
Weight	lb	Male	66	79	45.8	180.357316656
Weight	lb	Male	80	99	45.8	173.189656112
Weight	lb	Female	0	18	45.9	56.671079872
Weight	lb	Female	18	25	45.9	145.92930935
Weight	lb	Female	26	35	45.9	157.63033
Weight	lb	Female	36	45	45.9	166.007886
Weight	lb	Female	46	55	45.9	161.644061172
Weight	lb	Female	56	65	45.9	164.24419
Weight	lb	Female	66	79	45.9	157.850792
Weight	lb	Female	80	99	45.9	142.955056508
Weight	lb	Male	0	18	45.9	55.997348
Weight	lb	Male	18	25	45.9	170.989665814
Weight	lb	Male	26	35	45.9	187.3927
Weight	lb	Male	36	45	45.9	191.581478
Weight	lb	Male	46	55	45.9	188.274548
Weight	lb	Male	56	65	45.9	185.408542
Weight	lb	Male	66	79	45.9	180.519576688
Weight	lb	Male	80	99	45.9	173.249621776
Weight	lb	Female	0	18	46	56.879196
Weight	lb	Female	18	25	46	146.166306
Weight	lb	Female	26	35	46	157.63033
Weight	lb	Female	36	45	46	166.007886
Weight	lb	Female	46	55	46	161.96020368
Weight	lb	Female	56	65	46	164.38087644
Weight	lb	Female	66	79	46	157.850792
Weight	lb	Female	80	99	46	143.07101952
Weight	lb	Male	0	18	46	56.19135456
Weight	lb	Male	18	25	46	171.11819516
Weight	lb	Male	26	35	46	187.3927
Weight	lb	Male	36	45	46	191.581478
Weight	lb	Male	46	55	46	188.33627736
Weight	lb	Male	56	65	46	185.408542
Weight	lb	Male	66	79	46	181.05221288
Weight	lb	Male	80	99	46	173.30958744
Weight	lb	Female	0	18	46.1	57.099658
Weight	lb	Female	18	25	46.1	146.386768
Weight	lb	Female	26	35	46.1	157.783110166
Weight	lb	Female	36	45	46.1	166.093425256
Weight	lb	Female	46	55	46.1	162.157958094
Weight	lb	Female	56	65	46.1	164.567607754
Weight	lb	Female	66	79	46.1	157.93787449
Weight	lb	Female	80	99	46.1	143.294127064
Weight	lb	Male	0	18	46.1	56.21781
Weight	lb	Male	18	25	46.1	171.246724506
Weight	lb	Male	26	35	46.1	187.3927
Weight	lb	Male	36	45	46.1	191.581478
Weight	lb	Male	46	55	46.1	188.483545976
Weight	lb	Male	56	65	46.1	185.548976294
Weight	lb	Male	66	79	46.1	181.505482752
Weight	lb	Male	80	99	46.1	173.369553104
Weight	lb	Female	0	18	46.2	57.099658
Weight	lb	Female	18	25	46.2	146.386768
Weight	lb	Female	26	35	46.2	157.850792
Weight	lb	Female	36	45	46.2	166.249512352
Weight	lb	Female	46	55	46.2	162.260032
Weight	lb	Female	56	65	46.2	164.685114
Weight	lb	Female	66	79	46.2	158.071254
Weight	lb	Female	80	99	46.2	143.526053088
Weight	lb	Male	0	18	46.2	56.21781
Weight	lb	Male	18	25	46.2	171.298974
Weight	lb	Male	26	35	46.2	187.3927
Weight	lb	Male	36	45	46.2	191.581478
Weight	lb	Male	46	55	46.2	188.49501
Weight	lb	Male	56	65	46.2	185.629004
Weight	lb	Male	66	79	46.2	181.660688
Weight	lb	Male	80	99	46.2	173.429518768
Weight	lb	Female	0	18	46.3	57.32012
Weight	lb	Female	18	25	46.3	146.386768
Weight	lb	Female	26	35	46.3	157.877026978
Weight	lb	Female	36	45	46.3	166.405599448
Weight	lb	Female	46	55	46.3	162.260032
Weight	lb	Female	56	65	46.3	164.685114
Weight	lb	Female	66	79	46.3	158.071254
Weight	lb	Female	80	99	46.3	143.757979112
Weight	lb	Male	0	18	46.3	56.419312268
Weight	lb	Male	18	25	46.3	171.298974
Weight	lb	Male	26	35	46.3	187.49962407
Weight	lb	Male	36	45	46.3	191.803703696
Weight	lb	Male	46	55	46.3	188.49501
Weight	lb	Male	56	65	46.3	185.748494404
Weight	lb	Male	66	79	46.3	181.660688
Weight	lb	Male	80	99	46.3	173.489484432
Weight	lb	Female	0	18	46.4	57.540582
Weight	lb	Female	18	25	46.4	146.386768
Weight	lb	Female	26	35	46.4	158.034216384
Weight	lb	Female	36	45	46.4	166.787439632
Weight	lb	Female	46	55	46.4	162.411709856
Weight	lb	Female	56	65	46.4	164.686877696
Weight	lb	Female	66	79	46.4	158.071254
Weight	lb	Female	80	99	46.4	143.975795568
Weight	lb	Male	0	18	46.4	56.438272
Weight	lb	Male	18	25	46.4	171.524727088
Weight	lb	Male	26	35	46.4	187.613162
Weight	lb	Male	36	45	46.4	192.022402
Weight	lb	Male	46	55	46.4	188.49501
Weight	lb	Male	56	65	46.4	186.069928
Weight	lb	Male	66	79	46.4	181.771800848
Weight	lb	Male	80	99	46.4	173.641162288
Weight	lb	Female	0	18	46.5	57.88450272
Weight	lb	Female	18	25	46.5	146.46944125
Weight	lb	Female	26	35	46.5	158.071254
Weight	lb	Female	36	45	46.5	167.110196
Weight	lb	Female	46	55	46.5	162.74835533
Weight	lb	Female	56	65	46.5	164.87360901
Weight	lb	Female	66	79	46.5	158.10983485
Weight	lb	Female	80	99	46.5	144.09175858
Weight	lb	Male	0	18	46.5	56.658734
Weight	lb	Male	18	25	46.5	171.76084189
Weight	lb	Male	26	35	46.5	187.613162
Weight	lb	Male	36	45	46.5	192.022402
Weight	lb	Male	46	55	46.5	188.63169644
Weight	lb	Male	56	65	46.5	186.069928
Weight	lb	Male	66	79	46.5	181.93406088
Weight	lb	Male	80	99	46.5	173.82105928
Weight	lb	Female	0	18	46.6	57.981506
Weight	lb	Female	18	25	46.6	146.5962069
Weight	lb	Female	26	35	46.6	158.128133196
Weight	lb	Female	36	45	46.6	167.110196
Weight	lb	Female	46	55	46.6	163.14188
Weight	lb	Female	56	65	46.6	164.905576
Weight	lb	Female	66	79	46.6	158.26305594
Weight	lb	Female	80	99	46.6	144.207721592
Weight	lb	Male	0	18	46.6	56.658734
Weight	lb	Male	18	25	46.6	171.889371236
Weight	lb	Male	26	35	46.6	187.67268674
Weight	lb	Male	36	45	46.6	192.094713536
Weight	lb	Male	46	55	46.6	188.715472
Weight	lb	Male	56	65	46.6	186.069928
Weight	lb	Male	66	79	46.6	182.096320912
Weight	lb	Male	80	99	46.6	174.000956272
Weight	lb	Female	0	18	46.7	58.201968
Weight	lb	Female	18	25	46.7	146.60723
Weight	lb	Female	26	35	46.7	158.285322602
Weight	lb	Female	36	45	46.7	167.110196
Weight	lb	Female	46	55	46.7	163.14188
Weight	lb	Female	56	65	46.7	164.905576
Weight	lb	Female	66	79	46.7	158.41627703
Weight	lb	Female	80	99	46.7	144.323684604
Weight	lb	Male	0	18	46.7	56.879196
Weight	lb	Male	18	25	46.7	172.075441164
Weight	lb	Male	26	35	46.7	187.80386163
Weight	lb	Male	36	45	46.7	192.228754432
Weight	lb	Male	46	55	46.7	188.715472
Weight	lb	Male	56	65	46.7	186.188757018
Weight	lb	Male	66	79	46.7	182.101612
Weight	lb	Male	80	99	46.7	174.170271088
Weight	lb	Female	0	18	46.8	58.270752144
Weight	lb	Female	18	25	46.8	146.6292762
Weight	lb	Female	26	35	46.8	158.593308016
Weight	lb	Female	36	45	46.8	167.110196
Weight	lb	Female	46	55	46.8	163.264456872
Weight	lb	Female	56	65	46.8	164.905576
Weight	lb	Female	66	79	46.8	158.62681824
Weight	lb	Female	80	99	46.8	144.458166424
Weight	lb	Male	0	18	46.8	56.879196
Weight	lb	Male	18	25	46.8	172.332499856
Weight	lb	Male	26	35	46.8	187.93503652
Weight	lb	Male	36	45	46.8	192.242864
Weight	lb	Male	46	55	46.8	188.990608576
Weight	lb	Male	56	65	46.8	186.29039
Weight	lb	Male	66	79	46.8	182.101612
Weight	lb	Male	80	99	46.8	174.230236752
Weight	lb	Female	0	18	46.9	58.619963952
