MeasurementName,MeasurementUnit,Sex,AgeMin,AgeMax,Percentile,Value
Weight,lb,Female,56,65,8.4,119.710866
Weight,lb,Female,66,79,8.4,116.7081736
Weight,lb,Female,80,99,8.4,108.0872275
Weight,lb,Male,0,18,8.4,20.94389
Weight,lb,Male,18,25,8.4,129.411194
Weight,lb,Male,26,35,8.4,142.638914
Weight,lb,Male,36,45,8.4,144.4502298
Weight,lb,Male,46,55,8.4,144.182148
Weight,lb,Male,56,65,8.4,143.079838
Weight,lb,Male,66,79,8.4,136.465978
Weight,lb,Male,80,99,8.4,136.4324678
Weight,lb,Female,0,18,8.5,19.621118
Weight,lb,Female,18,25,8.5,106.92407
Weight,lb,Female,26,35,8.5,114.245613
Weight,lb,Female,36,45,8.5,121.474562
Weight,lb,Female,46,55,8.5,121.2541
Weight,lb,Female,56,65,8.5,119.710866
Weight,lb,Female,66,79,8.5,116.8779293
Weight,lb,Female,80,99,8.5,108.261172
Weight,lb,Male,0,18,8.5,20.94389
Weight,lb,Male,18,25,8.5,129.411194
Weight,lb,Male,26,35,8.5,142.8924453
Weight,lb,Male,36,45,8.5,144.8523525
Weight,lb,Male,46,55,8.5,144.182148
Weight,lb,Male,56,65,8.5,143.1779436
Weight,lb,Male,66,79,8.5,136.5894367
Weight,lb,Male,80,99,8.5,136.5188889
Weight,lb,Female,0,18,8.6,19.89096349
Weight,lb,Female,18,25,8.6,107.2216937
Weight,lb,Female,26,35,8.6,114.4898849
Weight,lb,Female,36,45,8.6,121.474562
Weight,lb,Female,46,55,8.6,121.2541
Weight,lb,Female,56,65,8.6,120.082124
Weight,lb,Female,66,79,8.6,117.1843715
Weight,lb,Female,80,99,8.6,108.4351165
Weight,lb,Male,0,18,8.6,21.164352
Weight,lb,Male,18,25,8.6,129.411194
Weight,lb,Male,26,35,8.6,143.1173165
Weight,lb,Male,36,45,8.6,145.1274891
Weight,lb,Male,46,55,8.6,144.4784489
Weight,lb,Male,56,65,8.6,143.3003
Weight,lb,Male,66,79,8.6,136.8169535
Weight,lb,Male,80,99,8.6,136.6388202
Weight,lb,Female,0,18,8.7,20.062042
Weight,lb,Female,18,25,8.7,107.585456
Weight,lb,Female,26,35,8.7,114.6470743
Weight,lb,Female,36,45,8.7,121.7373527
Weight,lb,Female,46,55,8.7,121.3376551
Weight,lb,Female,56,65,8.7,120.3036883
Weight,lb,Female,66,79,8.7,117.285784
Weight,lb,Female,80,99,8.7,108.6090611
Weight,lb,Male,0,18,8.7,21.164352
Weight,lb,Male,18,25,8.7,129.411194
Weight,lb,Male,26,35,8.7,143.2484914
Weight,lb,Male,36,45,8.7,145.26153
Weight,lb,Male,46,55,8.7,144.8691076
Weight,lb,Male,56,65,8.7,143.3177165
Weight,lb,Male,66,79,8.7,137.1344188
Weight,lb,Male,80,99,8.7,136.7587515
Weight,lb,Female,0,18,8.8,20.062042
Weight,lb,Female,18,25,8.8,107.585456
Weight,lb,Female,26,35,8.8,114.8042637
Weight,lb,Female,36,45,8.8,121.915486
Weight,lb,Female,46,55,8.8,121.474562
Weight,lb,Female,56,65,8.8,120.4904196
Weight,lb,Female,66,79,8.8,117.3916058
Weight,lb,Female,80,99,8.8,108.7830056
Weight,lb,Male,0,18,8.8,21.384814
Weight,lb,Male,18,25,8.8,129.5452349
Weight,lb,Male,26,35,8.8,143.6177653
Weight,lb,Male,36,45,8.8,145.284458
Weight,lb,Male,46,55,8.8,145.0163762
Weight,lb,Male,56,65,8.8,143.497834
Weight,lb,Male,66,79,8.8,137.2966788
Weight,lb,Male,80,99,8.8,136.8786829
Weight,lb,Female,0,18,8.9,20.062042
Weight,lb,Female,18,25,8.9,107.6240369
Weight,lb,Female,26,35,8.9,114.9614531
Weight,lb,Female,36,45,8.9,121.915486
Weight,lb,Female,46,55,8.9,121.474562
Weight,lb,Female,56,65,8.9,120.6771509
Weight,lb,Female,66,79,8.9,117.851269
Weight,lb,Female,80,99,8.9,108.9569501
Weight,lb,Male,0,18,8.9,21.384814
Weight,lb,Male,18,25,8.9,129.8022936
Weight,lb,Male,26,35,8.9,144.1424648
Weight,lb,Male,36,45,8.9,145.3338415
Weight,lb,Male,46,55,8.9,145.1636448
Weight,lb,Male,56,65,8.9,143.520762
Weight,lb,Male,66,79,8.9,137.7922774
Weight,lb,Male,80,99,8.9,136.906902
Weight,lb,Female,0,18,9,20.282504
Weight,lb,Female,18,25,9,107.7508025
Weight,lb,Female,26,35,9,115.1186425
Weight,lb,Female,36,45,9,121.915486
Weight,lb,Female,46,55,9,121.5914069
Weight,lb,Female,56,65,9,120.813176
Weight,lb,Female,66,79,9,117.94717
Weight,lb,Female,80,99,9,109.1308946
Weight,lb,Male,0,18,9,21.605276
Weight,lb,Male,18,25,9,129.852118
Weight,lb,Male,26,35,9,144.3034021
Weight,lb,Male,36,45,9,145.6019233
Weight,lb,Male,46,55,9,145.284458
Weight,lb,Male,56,65,9,143.520762
Weight,lb,Male,66,79,9,138.229674
Weight,lb,Male,80,99,9,136.906902
Weight,lb,Female,0,18,9.1,20.31425053
Weight,lb,Female,18,25,9.1,107.805918
Weight,lb,Female,26,35,9.1,115.2758319
Weight,lb,Female,36,45,9.1,122.0098437
Weight,lb,Female,46,55,9.1,121.7494781
Weight,lb,Female,56,65,9.1,120.813176
Weight,lb,Female,66,79,9.1,117.94717
Weight,lb,Female,80,99,9.1,109.3048391
Weight,lb,Male,0,18,9.1,21.605276
Weight,lb,Male,18,25,9.1,129.8638025
Weight,lb,Male,26,35,9.1,144.40261
Weight,lb,Male,36,45,9.1,146.0146281
Weight,lb,Male,46,55,9.1,145.284458
Weight,lb,Male,56,65,9.1,143.520762
Weight,lb,Male,66,79,9.1,138.229674
Weight,lb,Male,80,99,9.1,136.906902
Weight,lb,Female,0,18,9.2,20.502966
Weight,lb,Female,18,25,9.2,107.805918
Weight,lb,Female,26,35,9.2,115.301626
Weight,lb,Female,36,45,9.2,122.1659308
Weight,lb,Female,46,55,9.2,121.9075494
Weight,lb,Female,56,65,9.2,120.813176
Weight,lb,Female,66,79,9.2,117.94717
Weight,lb,Female,80,99,9.2,109.349152
Weight,lb,Male,0,18,9.2,21.825738
Weight,lb,Male,18,25,9.2,129.9923318
Weight,lb,Male,26,35,9.2,144.40261
Weight,lb,Male,36,45,9.2,146.5507917
Weight,lb,Male,46,55,9.2,145.58605
Weight,lb,Male,56,65,9.2,143.5569178
Weight,lb,Male,66,79,9.2,138.5436119
Weight,lb,Male,80,99,9.2,136.906902
Weight,lb,Female,0,18,9.3,20.502966
Weight,lb,Female,18,25,9.3,108.0153569
Weight,lb,Female,26,35,9.3,115.3697488
Weight,lb,Female,36,45,9.3,122.3220179
Weight,lb,Female,46,55,9.3,122.0656206
Weight,lb,Female,56,65,9.3,120.9831522
Weight,lb,Female,66,79,9.3,118.0871634
Weight,lb,Female,80,99,9.3,109.349152
Weight,lb,Male,0,18,9.3,21.825738
Weight,lb,Male,18,25,9.3,130.07258
Weight,lb,Male,26,35,9.3,144.9195934
Weight,lb,Male,36,45,9.3,146.7271613
Weight,lb,Male,46,55,9.3,145.945844
Weight,lb,Male,56,65,9.3,143.7370352
Weight,lb,Male,66,79,9.3,138.769365
Weight,lb,Male,80,99,9.3,136.906902
Weight,lb,Female,0,18,9.4,20.723428
Weight,lb,Female,18,25,9.4,108.246842
Weight,lb,Female,26,35,9.4,115.522088
Weight,lb,Female,36,45,9.4,122.478105
Weight,lb,Female,46,55,9.4,122.135948
Weight,lb,Female,56,65,9.4,121.033638
Weight,lb,Female,66,79,9.4,118.3131369
Weight,lb,Female,80,99,9.4,109.349152
Weight,lb,Male,0,18,9.4,21.825738
Weight,lb,Male,18,25,9.4,130.07258
Weight,lb,Male,26,35,9.4,145.8378176
Weight,lb,Male,36,45,9.4,146.827692
Weight,lb,Male,46,55,9.4,145.945844
Weight,lb,Male,56,65,9.4,143.741224
Weight,lb,Male,66,79,9.4,138.89106
Weight,lb,Male,80,99,9.4,136.906902
Weight,lb,Female,0,18,9.5,20.723428
Weight,lb,Female,18,25,9.5,108.246842
Weight,lb,Female,26,35,9.5,115.522088
Weight,lb,Female,36,45,9.5,122.6341921
Weight,lb,Female,46,55,9.5,122.1613011
Weight,lb,Female,56,65,9.5,121.2386677
Weight,lb,Female,66,79,9.5,118.6195791
Weight,lb,Female,80,99,9.5,109.349152
Weight,lb,Male,0,18,9.5,22.0462
Weight,lb,Male,18,25,9.5,130.1574579
Weight,lb,Male,26,35,9.5,146.0615866
Weight,lb,Male,36,45,9.5,146.827692
Weight,lb,Male,46,55,9.5,146.2500816
Weight,lb,Male,56,65,9.5,144.0123923
Weight,lb,Male,66,79,9.5,138.89106
Weight,lb,Male,80,99,9.5,136.906902
Weight,lb,Female,0,18,9.6,20.94389
Weight,lb,Female,18,25,9.6,108.3791192
Weight,lb,Female,26,35,9.6,115.620855
Weight,lb,Female,36,45,9.6,122.7902792
Weight,lb,Female,46,55,9.6,122.3193724
Weight,lb,Female,56,65,9.6,121.7496986
Weight,lb,Female,66,79,9.6,118.9260213
Weight,lb,Female,80,99,9.6,109.4038266
Weight,lb,Male,0,18,9.6,22.0462
Weight,lb,Male,18,25,9.6,130.2859872
Weight,lb,Male,26,35,9.6,146.1927614
Weight,lb,Male,36,45,9.6,146.989952
Weight,lb,Male,46,55,9.6,146.7483257
Weight,lb,Male,56,65,9.6,144.182148
Weight,lb,Male,66,79,9.6,138.89106
Weight,lb,Male,80,99,9.6,137.005669
Weight,lb,Female,0,18,9.7,20.94389
Weight,lb,Female,18,25,9.7,108.7594162
Weight,lb,Female,26,35,9.7,115.7780444
Weight,lb,Female,36,45,9.7,122.797334
Weight,lb,Female,46,55,9.7,122.5984773
Weight,lb,Female,56,65,9.7,122.4966238
Weight,lb,Female,66,79,9.7,119.1409717
Weight,lb,Female,80,99,9.7,109.4618081
Weight,lb,Male,0,18,9.7,22.0462
Weight,lb,Male,18,25,9.7,130.4145166
Weight,lb,Male,26,35,9.7,146.3239363
Weight,lb,Male,36,45,9.7,147.2580338
Weight,lb,Male,46,55,9.7,147.4846688
Weight,lb,Male,56,65,9.7,144.182148
Weight,lb,Male,66,79,9.7,138.89106
Weight,lb,Male,80,99,9.7,137.2455316
Weight,lb,Female,0,18,9.8,20.94389
Weight,lb,Female,18,25,9.8,108.908228
Weight,lb,Female,26,35,9.8,115.9352338
Weight,lb,Female,36,45,9.8,122.8819914
Weight,lb,Female,46,55,9.8,122.8559769
Weight,lb,Female,56,65,9.8,123.2395808
Weight,lb,Female,66,79,9.8,119.2941928
Weight,lb,Female,80,99,9.8,109.5197896
Weight,lb,Male,0,18,9.8,22.266662
Weight,lb,Male,18,25,9.8,130.5430459
Weight,lb,Male,26,35,9.8,146.386768
Weight,lb,Male,36,45,9.8,147.268616
Weight,lb,Male,46,55,9.8,147.8118344
Weight,lb,Male,56,65,9.8,144.1966985
Weight,lb,Male,66,79,9.8,138.89106
Weight,lb,Male,80,99,9.8,137.4853943
Weight,lb,Female,0,18,9.9,21.12378699
Weight,lb,Female,18,25,9.9,108.908228
Weight,lb,Female,26,35,9.9,115.963012
Weight,lb,Female,36,45,9.9,123.017796
Weight,lb,Female,46,55,9.9,123.0140481
Weight,lb,Female,56,65,9.9,123.4263121
Weight,lb,Female,66,79,9.9,119.4474139
Weight,lb,Female,80,99,9.9,109.6103995
Weight,lb,Male,0,18,9.9,22.266662
Weight,lb,Male,18,25,9.9,130.6715753
Weight,lb,Male,26,35,9.9,146.386768
Weight,lb,Male,36,45,9.9,147.268616
Weight,lb,Male,46,55,9.9,147.988204
Weight,lb,Male,56,65,9.9,144.3768159
Weight,lb,Male,66,79,9.9,138.89106
Weight,lb,Male,80,99,9.9,137.7252569
Weight,lb,Female,0,18,10,21.164352
Weight,lb,Female,18,25,10,109.018459
Weight,lb,Female,26,35,10,116.0291506
Weight,lb,Female,36,45,10,123.017796
Weight,lb,Female,46,55,10,123.017796
Weight,lb,Female,56,65,10,123.45872
Weight,lb,Female,66,79,10,119.710866
Weight,lb,Female,80,99,10,109.900307
Weight,lb,Male,0,18,10,22.266662
Weight,lb,Male,18,25,10,130.9323818
Weight,lb,Male,26,35,10,146.496999
Weight,lb,Male,36,45,10,147.268616
Weight,lb,Male,46,55,10,148.2827412
Weight,lb,Male,56,65,10,144.8655802
Weight,lb,Male,66,79,10,139.4201688
Weight,lb,Male,80,99,10,137.8769348
Weight,lb,Female,0,18,10.1,21.164352
Weight,lb,Female,18,25,10.1,109.1452247
Weight,lb,Female,26,35,10.1,116.189206
Weight,lb,Female,36,45,10.1,123.017796
Weight,lb,Female,46,55,10.1,123.1097287
Weight,lb,Female,56,65,10.1,123.5793127
Weight,lb,Female,66,79,10.1,119.9743181
Weight,lb,Female,80,99,10.1,110.1902145
Weight,lb,Male,0,18,10.1,22.487124
Weight,lb,Male,18,25,10.1,131.3179698
Weight,lb,Male,26,35,10.1,146.6700617
Weight,lb,Male,36,45,10.1,147.5384615
Weight,lb,Male,46,55,10.1,148.4741022
Weight,lb,Male,56,65,10.1,145.1779749
Weight,lb,Male,66,79,10.1,139.772908
Weight,lb,Male,80,99,10.1,137.9968661
Weight,lb,Female,0,18,10.2,21.384814
Weight,lb,Female,18,25,10.2,109.2719903
Weight,lb,Female,26,35,10.2,116.5035848
Weight,lb,Female,36,45,10.2,123.1130356
Weight,lb,Female,46,55,10.2,123.238258
Weight,lb,Female,56,65,10.2,123.679182
Weight,lb,Female,66,79,10.2,120.1275392
Weight,lb,Female,80,99,10.2,110.4801221
Weight,lb,Male,0,18,10.2,22.487124
Weight,lb,Male,18,25,10.2,131.6008226
Weight,lb,Male,26,35,10.2,147.0635863
Weight,lb,Male,36,45,10.2,147.9335294
Weight,lb,Male,46,55,10.2,148.7113193
Weight,lb,Male,56,65,10.2,145.4317266
Weight,lb,Male,66,79,10.2,139.7887813
Weight,lb,Male,80,99,10.2,138.1167975
Weight,lb,Female,0,18,10.3,21.605276
Weight,lb,Female,18,25,10.3,109.4979639
Weight,lb,Female,26,35,10.3,116.7211808
Weight,lb,Female,36,45,10.3,123.4252098
Weight,lb,Female,46,55,10.3,123.238258
Weight,lb,Female,56,65,10.3,123.7854447
Weight,lb,Female,66,79,10.3,120.15179
Weight,lb,Female,80,99,10.3,110.7896507
Weight,lb,Male,0,18,10.3,22.487124
Weight,lb,Male,18,25,10.3,131.8470786
Weight,lb,Male,26,35,10.3,147.3314477
Weight,lb,Male,36,45,10.3,148.0675703
Weight,lb,Male,46,55,10.3,149.3003938
Weight,lb,Male,56,65,10.3,145.7586718
Weight,lb,Male,66,79,10.3,139.9510413
Weight,lb,Male,80,99,10.3,138.2402562
Weight,lb,Female,0,18,10.4,21.605276
Weight,lb,Female,18,25,10.4,109.8782608
Weight,lb,Female,26,35,10.4,116.84486
Weight,lb,Female,36,45,10.4,123.598052
Weight,lb,Female,46,55,10.4,123.3634804
Weight,lb,Female,56,65,10.4,124.120106
Weight,lb,Female,66,79,10.4,120.2135194
Weight,lb,Female,80,99,10.4,111.1375397
Weight,lb,Male,0,18,10.4,22.707586
Weight,lb,Male,18,25,10.4,131.975608
Weight,lb,Male,26,35,10.4,147.4626226
Weight,lb,Male,36,45,10.4,148.2016112
Weight,lb,Male,46,55,10.4,149.5772941
Weight,lb,Male,56,65,10.4,145.9387892
Weight,lb,Male,66,79,10.4,140.2332327
Weight,lb,Male,80,99,10.4,138.4201532
Weight,lb,Female,0,18,10.5,21.67582384
Weight,lb,Female,18,25,10.5,110.1758845
Weight,lb,Female,26,35,10.5,116.84486
Weight,lb,Female,36,45,10.5,123.7541391
Weight,lb,Female,46,55,10.5,123.5843833
Weight,lb,Female,56,65,10.5,124.120106
Weight,lb,Female,66,79,10.5,120.3667405
Weight,lb,Female,80,99,10.5,111.4854288
Weight,lb,Male,0,18,10.5,22.707586
Weight,lb,Male,18,25,10.5,132.1041373
Weight,lb,Male,26,35,10.5,147.5937975
Weight,lb,Male,36,45,10.5,148.3356521
Weight,lb,Male,46,55,10.5,149.693698
Weight,lb,Male,56,65,10.5,146.1189067
Weight,lb,Male,66,79,10.5,140.4960234
Weight,lb,Male,80,99,10.5,138.6000502
Weight,lb,Female,0,18,10.6,21.825738
Weight,lb,Female,18,25,10.6,110.4294158
Weight,lb,Female,26,35,10.6,117.0997141
Weight,lb,Female,36,45,10.6,123.9102262
Weight,lb,Female,46,55,10.6,123.9000849
Weight,lb,Female,56,65,10.6,124.120106
Weight,lb,Female,66,79,10.6,120.372252
Weight,lb,Female,80,99,10.6,111.8333178
Weight,lb,Male,0,18,10.6,22.707586
Weight,lb,Male,18,25,10.6,132.2326667
Weight,lb,Male,26,35,10.6,147.7249723
Weight,lb,Male,36,45,10.6,148.6672269
Weight,lb,Male,46,55,10.6,149.693698
Weight,lb,Male,56,65,10.6,146.166306
Weight,lb,Male,66,79,10.6,140.6618108
Weight,lb,Male,80,99,10.6,138.7799472
Weight,lb,Female,0,18,10.7,21.825738
Weight,lb,Female,18,25,10.7,110.5672046
Weight,lb,Female,26,35,10.7,117.3499384
Weight,lb,Female,36,45,10.7,124.0663133
Weight,lb,Female,46,55,10.7,124.0581562
Weight,lb,Female,56,65,10.7,124.2587766
Weight,lb,Female,66,79,10.7,120.372252
Weight,lb,Female,80,99,10.7,112.0568663
Weight,lb,Male,0,18,10.7,22.82795825
Weight,lb,Male,18,25,10.7,132.2772
Weight,lb,Male,26,35,10.7,147.8561472
Weight,lb,Male,36,45,10.7,149.032312
Weight,lb,Male,46,55,10.7,149.9035778
Weight,lb,Male,56,65,10.7,146.2586796
Weight,lb,Male,66,79,10.7,140.9863308
Weight,lb,Male,80,99,10.7,138.913988
Weight,lb,Female,0,18,10.8,22.0462
Weight,lb,Female,18,25,10.8,110.671924
Weight,lb,Female,26,35,10.8,117.5071278
Weight,lb,Female,36,45,10.8,124.2224004
Weight,lb,Female,46,55,10.8,124.2162274
Weight,lb,Female,56,65,10.8,124.5504478
Weight,lb,Female,66,79,10.8,120.3854797
Weight,lb,Female,80,99,10.8,112.1728293
Weight,lb,Male,0,18,10.8,22.97743149
Weight,lb,Male,18,25,10.8,132.2772
Weight,lb,Male,26,35,10.8,147.9873221
Weight,lb,Male,36,45,10.8,149.032312
Weight,lb,Male,46,55,10.8,150.1663685
Weight,lb,Male,56,65,10.8,146.386768
Weight,lb,Male,66,79,10.8,141.2032655
Weight,lb,Male,80,99,10.8,138.9739537
Weight,lb,Female,0,18,10.9,22.0462
Weight,lb,Female,18,25,10.9,110.671924
Weight,lb,Female,26,35,10.9,117.6643173
Weight,lb,Female,36,45,10.9,124.4164069
Weight,lb,Female,46,55,10.9,124.340568
Weight,lb,Female,56,65,10.9,124.8527012
Weight,lb,Female,66,79,10.9,120.5387008
Weight,lb,Female,80,99,10.9,112.2887923
Weight,lb,Male,0,18,10.9,23.14851
Weight,lb,Male,18,25,10.9,132.3977927
Weight,lb,Male,26,35,10.9,148.118497
Weight,lb,Male,36,45,10.9,149.032312
Weight,lb,Male,46,55,10.9,150.3136371
Weight,lb,Male,56,65,10.9,146.3984525
Weight,lb,Male,66,79,10.9,141.3655255
Weight,lb,Male,80,99,10.9,139.0339194
Weight,lb,Female,0,18,11,22.0462
Weight,lb,Female,18,25,11,110.7270395
Weight,lb,Female,26,35,11,117.726708
Weight,lb,Female,36,45,11,124.7285811
Weight,lb,Female,46,55,11,124.340568
Weight,lb,Female,56,65,11,125.0394325
Weight,lb,Female,66,79,11,120.592714
Weight,lb,Female,80,99,11,112.4047553
Weight,lb,Male,0,18,11,23.27637796
Weight,lb,Male,18,25,11,132.5263221
Weight,lb,Male,26,35,11,148.150464
Weight,lb,Male,36,45,11,149.032312
Weight,lb,Male,46,55,11,150.4609058
Weight,lb,Male,56,65,11,146.5785699
Weight,lb,Male,66,79,11,141.5277855
Weight,lb,Male,80,99,11,139.093885
Weight,lb,Female,0,18,11.1,22.0462
Weight,lb,Female,18,25,11.1,110.8538052
Weight,lb,Female,26,35,11.1,117.726708
Weight,lb,Female,36,45,11.1,124.781492
Weight,lb,Female,46,55,11.1,124.4699792
Weight,lb,Female,56,65,11.1,125.222416
Weight,lb,Female,66,79,11.1,120.592714
Weight,lb,Female,80,99,11.1,112.5207183
Weight,lb,Male,0,18,11.1,23.368972
Weight,lb,Male,18,25,11.1,132.6548514
Weight,lb,Male,26,35,11.1,148.150464
Weight,lb,Male,36,45,11.1,149.1398975
Weight,lb,Male,46,55,11.1,150.575546
Weight,lb,Male,56,65,11.1,146.60723
Weight,lb,Male,66,79,11.1,141.9969287
Weight,lb,Male,80,99,11.1,139.1961794
Weight,lb,Female,0,18,11.2,22.266662
Weight,lb,Female,18,25,11.2,110.892386
Weight,lb,Female,26,35,11.2,117.726708
Weight,lb,Female,36,45,11.2,124.8467488
Weight,lb,Female,46,55,11.2,124.56103
Weight,lb,Female,56,65,11.2,125.222416
Weight,lb,Female,66,79,11.2,120.592714
Weight,lb,Female,80,99,11.2,112.6366813
Weight,lb,Male,0,18,11.2,23.368972
Weight,lb,Male,18,25,11.2,132.979151
Weight,lb,Male,26,35,11.2,148.150464
Weight,lb,Male,36,45,11.2,149.3162671
Weight,lb,Male,46,55,11.2,150.575546
Weight,lb,Male,56,65,11.2,146.60723
Weight,lb,Male,66,79,11.2,142.3884692
Weight,lb,Male,80,99,11.2,139.3161107
Weight,lb,Female,0,18,11.3,22.266662
Weight,lb,Female,18,25,11.3,110.892386
Weight,lb,Female,26,35,11.3,117.8521509
Weight,lb,Female,36,45,11.3,125.0028358
Weight,lb,Female,46,55,11.3,124.56103
Weight,lb,Female,56,65,11.3,125.222416
Weight,lb,Female,66,79,11.3,120.592714
Weight,lb,Female,80,99,11.3,112.7526444
Weight,lb,Male,0,18,11.3,23.50433567
Weight,lb,Male,18,25,11.3,133.4932684
Weight,lb,Male,26,35,11.3,148.2022726
Weight,lb,Male,36,45,11.3,149.7183897
Weight,lb,Male,46,55,11.3,150.7889532
Weight,lb,Male,56,65,11.3,146.7487666
Weight,lb,Male,66,79,11.3,142.7500268
Weight,lb,Male,80,99,11.3,139.4360421
Weight,lb,Female,0,18,11.4,22.487124
Weight,lb,Female,18,25,11.4,110.892386
Weight,lb,Female,26,35,11.4,118.0093403
Weight,lb,Female,36,45,11.4,125.1589229
Weight,lb,Female,46,55,11.4,124.56103
Weight,lb,Female,56,65,11.4,125.222416
Weight,lb,Female,66,79,11.4,120.7448328
Weight,lb,Female,80,99,11.4,112.8686074
Weight,lb,Male,0,18,11.4,23.589434
Weight,lb,Male,18,25,11.4,133.7018254
Weight,lb,Male,26,35,11.4,148.3334475
Weight,lb,Male,36,45,11.4,149.91416
Weight,lb,Male,46,55,11.4,151.0834904
Weight,lb,Male,56,65,11.4,147.1090015
Weight,lb,Male,66,79,11.4,143.2368069
Weight,lb,Male,80,99,11.4,139.552446
Weight,lb,Female,0,18,11.5,22.487124
Weight,lb,Female,18,25,11.5,110.9199438
Weight,lb,Female,26,35,11.5,118.1665297
Weight,lb,Female,36,45,11.5,125.222416
Weight,lb,Female,46,55,11.5,124.56103
Weight,lb,Female,56,65,11.5,125.3117031
Weight,lb,Female,66,79,11.5,121.2044961
Weight,lb,Female,80,99,11.5,113.0925968
Weight,lb,Male,0,18,11.5,23.80328214
Weight,lb,Male,18,25,11.5,133.8303548
Weight,lb,Male,26,35,11.5,148.4646224
Weight,lb,Male,36,45,11.5,149.91416
Weight,lb,Male,46,55,11.5,151.3780277
Weight,lb,Male,56,65,11.5,147.4692364
Weight,lb,Male,66,79,11.5,143.3003
Weight,lb,Male,80,99,11.5,139.552446
Weight,lb,Female,0,18,11.6,22.487124
Weight,lb,Female,18,25,11.6,111.0467094
Weight,lb,Female,26,35,11.6,118.167632
Weight,lb,Female,36,45,11.6,125.2506351
Weight,lb,Female,46,55,11.6,124.6368689
Weight,lb,Female,56,65,11.6,125.5539908
Weight,lb,Female,66,79,11.6,121.3907864
Weight,lb,Female,80,99,11.6,113.3245228
Weight,lb,Male,0,18,11.6,23.809896
Weight,lb,Male,18,25,11.6,133.9588841
Weight,lb,Male,26,35,11.6,148.5957972
Weight,lb,Male,36,45,11.6,150.1469679
Weight,lb,Male,46,55,11.6,151.457394
Weight,lb,Male,56,65,11.6,147.6592747
Weight,lb,Male,66,79,11.6,143.3003
Weight,lb,Male,80,99,11.6,139.552446
Weight,lb,Female,0,18,11.7,22.707586
Weight,lb,Female,18,25,11.7,111.112848
Weight,lb,Female,26,35,11.7,118.353261
Weight,lb,Female,36,45,11.7,125.4067222
Weight,lb,Female,46,55,11.7,124.9530114
Weight,lb,Female,56,65,11.7,125.9492792
Weight,lb,Female,66,79,11.7,121.6828986
Weight,lb,Female,80,99,11.7,113.5564488
Weight,lb,Male,0,18,11.7,24.030358
Weight,lb,Male,18,25,11.7,134.040896
Weight,lb,Male,26,35,11.7,148.7269721
Weight,lb,Male,36,45,11.7,150.355084
Weight,lb,Male,46,55,11.7,151.457394
Weight,lb,Male,56,65,11.7,147.8393921
Weight,lb,Male,66,79,11.7,143.3249917
Weight,lb,Male,80,99,11.7,139.552446
Weight,lb,Female,0,18,11.8,22.707586
Weight,lb,Female,18,25,11.8,111.112848
Weight,lb,Female,26,35,11.8,118.608556
Weight,lb,Female,36,45,11.8,125.442878
Weight,lb,Female,46,55,11.8,125.2691539
Weight,lb,Female,56,65,11.8,126.5094732
Weight,lb,Female,66,79,11.8,122.1381526
Weight,lb,Female,80,99,11.8,113.758392
Weight,lb,Male,0,18,11.8,24.25082
Weight,lb,Male,18,25,11.8,134.040896
Weight,lb,Male,26,35,11.8,148.81185
Weight,lb,Male,36,45,11.8,150.355084
Weight,lb,Male,46,55,11.8,151.457394
Weight,lb,Male,56,65,11.8,147.930002
Weight,lb,Male,66,79,11.8,143.4872518
Weight,lb,Male,80,99,11.8,139.6371034
Weight,lb,Female,0,18,11.9,22.707586
Weight,lb,Female,18,25,11.9,111.3002407
Weight,lb,Female,26,35,11.9,118.608556
Weight,lb,Female,36,45,11.9,125.4984344
Weight,lb,Female,46,55,11.9,125.5140872
Weight,lb,Female,56,65,11.9,126.7200144
Weight,lb,Female,66,79,11.9,122.2913737
Weight,lb,Female,80,99,11.9,113.758392
Weight,lb,Male,0,18,11.9,24.25082
Weight,lb,Male,18,25,11.9,134.040896
Weight,lb,Male,26,35,11.9,148.81185
Weight,lb,Male,36,45,11.9,150.4326866
Weight,lb,Male,46,55,11.9,151.457394
Weight,lb,Male,56,65,11.9,147.979165
Weight,lb,Male,66,79,11.9,143.520762
Weight,lb,Male,80,99,11.9,139.8769661
Weight,lb,Female,0,18,12,22.72522296
Weight,lb,Female,18,25,12,111.553772
Weight,lb,Female,26,35,12,118.608556
Weight,lb,Female,36,45,12,125.6545215
Weight,lb,Female,46,55,12,125.66334
Weight,lb,Female,56,65,12,126.76565
Weight,lb,Female,66,79,12,122.5327796
Weight,lb,Female,80,99,12,113.758392
Weight,lb,Male,0,18,12,24.25082
Weight,lb,Male,18,25,12,134.040896
Weight,lb,Male,26,35,12,148.9882196
Weight,lb,Male,36,45,12,150.5667275
Weight,lb,Male,46,55,12,151.5279418
Weight,lb,Male,56,65,12,148.1592825
Weight,lb,Male,66,79,12,143.6618577
Weight,lb,Male,80,99,12,140.1168287
Weight,lb,Female,0,18,12.1,22.928048
Weight,lb,Female,18,25,12.1,111.553772
Weight,lb,Female,26,35,12.1,118.7289283
Weight,lb,Female,36,45,12.1,125.8106086
Weight,lb,Female,46,55,12.1,125.66334
Weight,lb,Female,56,65,12.1,126.873015
Weight,lb,Female,66,79,12.1,122.797334
Weight,lb,Female,80,99,12.1,113.758392
Weight,lb,Male,0,18,12.1,24.25919756
Weight,lb,Male,18,25,12.1,134.2803177
Weight,lb,Male,26,35,12.1,149.2505694
