cereal,7
milk,10
soda,8
fruit_juice,8
coffee,10
sweet_drinks,7
fruit,8
salad,5
potatoes_fried,5
potatoes_other,3
dry_beans,4
vegetables,5
pizza,2
salsa,3
tomato_sauce,2
red_meat,6
proc_meat,4
cheese,6
bread,6
grains,4
candy,8
doughnuts,5
cookies,7
desserts,5
popcorn,3
