gender,msintercept,mskidb,msteenb,mscer1b,mscer2b,mscer3b,mssodab,msswctb,msspdrb,mscandyb,msdonutb,mscakeb,msicecrb,mcintercept,mckidb,mcteenb,mccer1b,mccer2b,mccer3b,mcmilkb,mcsodab,mcfjcb,mcswctb,mcspdrb,mcfruitb,mcsaladb,mcfrfrb,mcothptb,mcbeanb,mcothvgb,mcpizzab,mcsalsab,mctomscb,mccheesb,mcwgbb,mcbrricb,mccandyb,mcdonutb,mccakeb,mcicecrb,mcpcornb,mdintercept,mdkidb,mdteenb,mdmilkb,mdpizzab,mdcheesb,mdicecrb,mfintercept,mfkidb,mfteenb,mfcer1b,mfcer2b,mfcer3b,mfmilkb,mfsodab,mffjcb,mfswctb,mfspdrb,mffruitb,mfsaladb,mffrfrb,mfothptb,mfbeanb,mfothvgb,mfpizzab,mfsalsab,mftomscb,mfcheesb,mfwgbb,mfbrricb,mfcandyb,mfdonutb,mfcakeb,mficecrb,mfpcornb,mrintercept,mrkidb,mrteenb,mrfjcb,mrfruitb,mpintercept,mpkidb,mpteenb,mpfjcb,mpfruitb,mpsaladb,mpfrfrb,mpothptb,mpbeanb,mpothvgb,mppizzab,mpsalsab,mptomscb,mxintercept,mxkidb,mxteenb,mxsodab,mxswctb,mxspdrb,mvintercept,mvkidb,mvteenb,mvsaladb,mvfrfrb,mvothptb,mvbeanb,mvothvgb,mvpizzab,mvsalsab,mvtomscb,mgintercept,mgkidb,mgteenb,mgcer1b,mgcer2b,mgcer3b,mgwgbb,mgbrricb,mgpcornb,mnintercept,mnkidb,mnteenb,mnfjcb,mnfruitb,mnsaladb,mnothptb,mnbeanb,mnothvgb,mnpizzab,mnsalsab,mntomscb,muintercept,mukidb,muteenb,musaladb,muothptb,mubeanb,muothvgb,mupizzab,musalsab,mutomscb,lsintercept,lskidb,lsteenb,lscer1b,lscer2b,lscer3b,lssodab,lsswctb,lsspdrb,lscandyb,lsdonutb,lscakeb,lsicecrb,lcintercept,lckidb,lcteenb,lccer1b,lccer2b,lccer3b,lcmilkb,lcsodab,lcfjcb,lcswctb,lcspdrb,lcfruitb,lcsaladb,lcfrfrb,lcothptb,lcbeanb,lcothvgb,lcpizzab,lcsalsab,lctomscb,lccheesb,lcwgbb,lcbrricb,lccandyb,lcdonutb,lccakeb,lcicecrb,lcpcornb,ldintercept,ldkidb,ldteenb,ldmilkb,ldpizzab,ldcheesb,ldicecrb,lfintercept,lfkidb,lfteenb,lfcer1b,lfcer2b,lfcer3b,lfmilkb,lfsodab,lffjcb,lfswctb,lfspdrb,lffruitb,lfsaladb,lffrfrb,lfothptb,lfbeanb,lfothvgb,lfpizzab,lfsalsab,lftomscb,lfcheesb,lfwgbb,lfbrricb,lfcandyb,lfdonutb,lfcakeb,lficecrb,lfpcornb,lrintercept,lrkidb,lrteenb,lrfjcb,lrfruitb,lpintercept,lpkidb,lpteenb,lpfjcb,lpfruitb,lpsaladb,lpfrfrb,lpothptb,lpbeanb,lpothvgb,lppizzab,lpsalsab,lptomscb,lxintercept,lxkidb,lxteenb,lxsodab,lxswctb,lxspdrb,lvintercept,lvkidb,lvteenb,lvsaladb,lvfrfrb,lvothptb,lvbeanb,lvothvgb,lvpizzab,lvsalsab,lvtomscb,lgintercept,lgkidb,lgteenb,lgcer1b,lgcer2b,lgcer3b,lgwgbb,lgbrricb,lgpcornb,lnintercept,lnkidb,lnteenb,lnfjcb,lnfruitb,lnsaladb,lnothptb,lnbeanb,lnothvgb,lnpizzab,lnsalsab,lntomscb,luintercept,lukidb,luteenb,lusaladb,luothptb,lubeanb,luothvgb,lupizzab,lusalsab,lutomscb,usintercept,uskidb,usteenb,uscer1b,uscer2b,uscer3b,ussodab,usswctb,usspdrb,uscandyb,usdonutb,uscakeb,usicecrb,ucintercept,uckidb,ucteenb,uccer1b,uccer2b,uccer3b,ucmilkb,ucsodab,ucfjcb,ucswctb,ucspdrb,ucfruitb,ucsaladb,ucfrfrb,ucothptb,ucbeanb,ucothvgb,ucpizzab,ucsalsab,uctomscb,uccheesb,ucwgbb,ucbrricb,uccandyb,ucdonutb,uccakeb,ucicecrb,ucpcornb,udintercept,udkidb,udteenb,udmilkb,udpizzab,udcheesb,udicecrb,ufintercept,ufkidb,ufteenb,ufcer1b,ufcer2b,ufcer3b,ufmilkb,ufsodab,uffjcb,ufswctb,ufspdrb,uffruitb,ufsaladb,uffrfrb,ufothptb,ufbeanb,ufothvgb,ufpizzab,ufsalsab,uftomscb,ufcheesb,ufwgbb,ufbrricb,ufcandyb,ufdonutb,ufcakeb,uficecrb,ufpcornb,urintercept,urkidb,urteenb,urfjcb,urfruitb,upintercept,upkidb,upteenb,upfjcb,upfruitb,upsaladb,upfrfrb,upothptb,upbeanb,upothvgb,uppizzab,upsalsab,uptomscb,uxintercept,uxkidb,uxteenb,uxsodab,uxswctb,uxspdrb,uvintercept,uvkidb,uvteenb,uvsaladb,uvfrfrb,uvothptb,uvbeanb,uvothvgb,uvpizzab,uvsalsab,uvtomscb,ugintercept,ugkidb,ugteenb,ugcer1b,ugcer2b,ugcer3b,ugwgbb,ugbrricb,ugpcornb,unintercept,unkidb,unteenb,unfjcb,unfruitb,unsaladb,unothptb,unbeanb,unothvgb,unpizzab,unsalsab,untomscb,uuintercept,uukidb,uuteenb,uusaladb,uuothptb,uubeanb,uuothvgb,uupizzab,uusalsab,uutomscb
1,10.063610,0.644569,2.706909,-9.586924,0.405884,0.769045,0.644058,3.681715,0.495203,1.673119,0.658999,0.624016,2.313536,776.199904,-80.098382,-53.416445,0.697455,1.710275,1.710275,0.605784,-0.078187,-0.036526,-0.101410,0.070841,0.151378,0.187525,0.346695,0.630923,-0.389832,0.256585,1.429726,4.763532,0.540579,5.751450,0.547291,-0.331648,2.817554,0.218721,-0.475978,2.110805,-3.458059,0.946226,0.454552,0.195592,0.627990,1.197550,0.614670,3.041808,13.185439,-5.011947,-1.822332,0.010593,0.050976,0.072166,-0.000908,-0.001216,-0.001156,-0.001357,-0.000210,0.019961,-0.015023,-0.017029,-0.001391,0.042898,0.025027,0.003462,0.070763,0.011065,-0.013306,0.022022,0.001007,0.025774,0.009827,0.006925,0.015368,0.007994,0.420956,0.158207,0.071866,0.401268,0.802686,1.753279,-0.627546,-0.356345,0.279756,0.836732,1.335210,-0.572394,0.266937,0.957201,0.974069,-1.484133,1.149177,0.234135,4.577211,-0.624582,1.664809,0.682279,2.362719,0.421044,1.216253,-0.689049,-0.407578,1.323636,-0.104282,0.336608,1.002236,0.883585,-0.795046,0.295642,0.380273,0.331871,-0.045490,-0.039900,-0.000736,0.005708,0.018721,0.007856,0.003872,0.008064,1.565821,-0.561845,-0.332285,0.264784,0.894235,1.444097,0.077176,0.881029,0.951334,-2.838006,1.456597,0.364146,1.056355,-0.631529,-0.370708,1.529889,0.219179,0.981670,0.916892,-1.472300,0.504779,0.470476,-0.159617,-0.036967,-0.529984,2.800736,-0.105032,-0.136463,-0.102825,-0.602808,-0.076618,-0.267760,-0.120105,-0.033210,-0.403704,0.039188,0.419035,0.253365,-0.003868,-0.009579,-0.009579,-0.002821,0.000457,0.000194,0.000539,-0.000424,-0.000861,0.000358,-0.001804,-0.004063,0.002316,-0.001677,-0.006627,-0.024060,-0.003275,-0.028421,-0.003311,0.002061,-0.013236,-0.001452,0.002376,-0.010972,0.017403,0.315070,-1.019515,-0.501511,-0.958768,-2.082372,-1.123863,-5.542898,-0.403762,1.720297,0.635402,-0.003333,-0.016598,-0.022487,0.000307,0.000431,0.000327,0.000420,0.000000,-0.006188,0.004887,0.005880,0.000176,-0.012769,-0.008119,-0.001151,-0.023403,-0.003270,0.004508,-0.007435,-0.000177,-0.008208,-0.003457,-0.002338,-0.005196,-0.003938,0.401392,-0.731359,-0.239129,-0.992814,-2.206783,-0.111190,1.099998,0.622395,-0.449625,-1.300818,-2.112378,1.046794,-0.454272,-1.459047,-1.490626,2.442767,-1.785787,-0.471456,-0.129700,-0.079537,-0.492987,-0.153313,-1.329115,-0.096919,-0.754895,2.425141,1.326279,-3.552089,0.337678,-1.028491,-2.669178,-2.419176,2.421209,-1.245031,-1.043070,0.100407,-0.198181,-0.064965,0.003441,-0.021489,-0.068816,-0.029057,-0.008192,-0.036082,0.223403,0.966625,0.585938,-0.419229,-1.314252,-2.174587,-0.196080,-1.267942,-1.469673,5.089975,-2.616255,-0.609797,-0.205585,2.264878,1.224040,-4.044997,-0.689752,-2.444075,-2.422657,4.423415,-1.961128,-1.219234,-2.408912,0.048318,0.526435,-3.080260,0.114117,0.131223,0.091871,0.563884,0.068554,0.254405,0.106515,0.047812,0.378007,-1.695453,-0.319702,-0.193266,0.003575,0.009089,0.009089,0.002490,-0.000456,-0.000162,-0.000477,0.000328,0.000717,0.000216,0.001889,0.003529,-0.002258,0.001537,0.006917,0.022691,0.002848,0.026773,0.002820,-0.001885,0.012397,0.000971,-0.002303,0.009629,-0.017220,-2.791733,0.980356,0.487979,0.895491,2.064866,1.079254,5.474738,-1.941190,-1.700516,-0.607134,0.002860,0.015996,0.021378,-0.000274,-0.000438,-0.000312,-0.000429,-0.000060,0.005731,-0.004519,-0.005369,-0.000220,0.011743,0.007375,0.001166,0.021526,0.003283,-0.003397,0.006593,0.000141,0.009085,0.003167,0.001586,0.004678,0.002630,-2.831117,0.518126,0.223129,0.928520,1.879945,-2.414645,-1.104472,-0.637833,0.427539,1.190443,1.924270,-1.083738,0.492682,1.412190,1.485840,-2.582465,2.082587,0.526307,-1.814985,-0.460922,0.505962,0.138940,0.809484,0.088290,-1.738747,-2.589177,-1.353770,3.287147,-0.376890,0.981894,2.471959,2.303842,-1.956462,0.862891,0.878983,-2.507924,-0.165900,-0.163436,-0.003488,0.016791,0.058419,0.025470,0.008762,0.029912,-2.729596,-1.007134,-0.597454,0.402153,1.284414,2.136390,0.202060,1.328171,1.468593,-5.093363,2.369145,0.611035,-2.191196,-2.587447,-1.297804,3.760247,0.683031,2.382066,2.358101,-3.973935,1.765534,1.100652
2,9.989890,1.155924,0.313295,-13.976705,0.782372,0.865238,0.676036,2.958761,0.453100,1.781276,-0.064991,0.275522,1.058834,675.518677,-3.574377,-43.610248,0.019703,0.792954,0.792954,0.518032,-0.090310,-0.054166,-0.063877,-0.078212,0.200896,0.498547,0.099815,-0.013050,-0.678153,0.127265,1.509323,-0.546591,0.326682,4.406310,0.361698,0.531902,0.334033,0.624241,-0.619321,1.661194,3.132120,0.890477,0.444110,0.088547,0.508564,1.096476,0.518081,2.102278,11.322163,-1.878251,-1.432482,0.017465,0.017612,0.067026,-0.000890,-0.002178,-0.001998,-0.001502,-0.001625,0.015617,0.022833,-0.007540,0.000982,0.023766,0.012751,0.003350,-0.002519,0.003532,-0.007777,0.015324,0.018428,0.035073,-0.002263,0.022178,0.004637,0.077278,0.454443,0.161824,-0.238229,0.392459,0.711232,1.602535,-0.321525,-0.483532,0.291685,0.779829,1.490937,-0.656475,0.075593,0.503731,0.456919,-0.688108,-1.568485,0.339691,3.573933,-0.249583,0.115729,0.752442,3.173724,0.479775,1.044284,-0.414133,-0.276530,1.364384,0.092383,0.392027,0.363374,0.492648,-1.314363,-0.070323,0.489009,0.354237,-0.141709,-0.224922,-0.001397,0.004205,0.018847,0.007039,0.004398,0.013032,1.426327,-0.273376,-0.472322,0.296939,0.807196,1.625649,-0.175942,0.606093,0.525190,-1.861493,-1.669805,0.310125,0.919549,-0.378596,-0.259383,1.541672,0.247418,0.494175,0.546789,-1.421344,-0.186827,0.456515,0.151159,-0.327268,-0.140248,5.286609,-0.199817,-0.173287,-0.138347,-0.690124,-0.108308,-0.335298,0.025078,-0.054624,-0.232835,0.950222,-0.023369,0.299368,-0.000358,-0.005568,-0.005568,-0.003344,0.000707,0.000479,0.000477,0.000494,-0.001437,-0.003681,-0.000497,-0.000165,0.005102,-0.000694,-0.009809,0.002748,-0.002289,-0.029463,-0.002214,-0.003683,-0.002876,-0.004089,0.003825,-0.011069,-0.023853,0.864723,-1.353947,-0.321946,-1.247257,-2.629481,-1.379765,-5.653456,0.339186,0.761790,0.634125,-0.006769,-0.008125,-0.026517,0.000378,0.000990,0.000772,0.000612,0.000680,-0.005694,-0.009028,0.003064,-0.000924,-0.009130,-0.004685,-0.001614,-0.000205,-0.001528,0.003084,-0.005933,-0.006288,-0.014220,0.000890,-0.009243,-0.001677,-0.029934,0.274405,-0.674774,0.955759,-1.303297,-2.449166,0.213627,0.620270,1.045008,-0.536958,-1.362605,-2.571458,1.355417,-0.271922,-0.966143,-0.779781,0.838504,3.111002,-0.721727,0.155121,-0.001079,-0.114256,-0.276116,-1.299293,-0.178926,-0.048466,1.462311,0.954863,-3.744232,-0.250916,-1.303149,-1.108300,-1.389299,4.096806,0.431990,-1.538656,0.053647,0.380310,0.978382,0.004319,-0.022250,-0.081094,-0.028903,-0.015641,-0.064258,0.585701,0.518213,1.020667,-0.537803,-1.361030,-2.765207,0.133103,-1.210818,-0.866821,2.940157,3.395287,-0.770479,0.351201,1.400217,0.914154,-3.956331,-0.855008,-1.467074,-1.520330,4.438925,0.661778,-1.481988,-3.322518,0.364899,0.139650,-6.001688,0.200273,0.191559,0.133796,0.718442,0.108267,0.340044,-0.019972,0.059917,0.259852,-3.077073,0.030859,-0.310395,0.000842,0.006710,0.006710,0.003226,-0.000821,-0.000524,-0.000526,-0.000510,0.001542,0.003730,0.000648,0.000441,-0.005130,0.000804,0.010644,-0.003854,0.002500,0.030172,0.002518,0.003294,0.003020,0.004424,-0.004056,0.011019,0.023707,-4.343157,1.385616,0.335700,1.248983,3.036849,1.453571,6.191745,-3.131521,-0.791218,-0.686862,0.006525,0.007814,0.026606,-0.000442,-0.001119,-0.000754,-0.000596,-0.000768,0.005815,0.009476,-0.002993,0.000843,0.009352,0.004617,0.001823,-0.001367,0.002066,-0.003009,0.006331,0.006211,0.015793,-0.001342,0.008994,0.002088,0.031892,-3.140317,0.583628,-0.983381,1.121722,2.020789,-3.051091,-0.646428,-1.212184,0.540859,1.328885,2.644045,-1.511922,0.241088,1.086945,0.819337,-1.421149,-3.343315,0.959317,-2.653782,-0.213522,0.144762,0.202855,1.011106,0.150153,-2.307729,-1.777924,-1.054601,3.486457,0.301009,1.183674,1.091294,1.385620,-4.280389,-0.242370,1.769969,-2.680475,-0.673805,-1.170985,-0.012728,0.014398,0.068213,0.025842,0.015060,0.052719,-3.364866,-0.555393,-1.202853,0.547705,1.370314,2.818962,-0.257137,1.314998,0.934545,-4.417783,-3.670867,0.993716,-2.667898,-1.757552,-1.040627,3.872171,0.851361,1.517472,1.548827,-4.589146,-0.694625,1.675810
