variable,gender,age_min,age_max,percentile,value
Weight,2,18,25,58.4,160.93726
Weight,2,26,35,58.4,174.385442
Weight,2,36,45,58.4,181.219764
Weight,2,46,55,58.4,176.5300963
Weight,2,56,65,58.4,178.133296
Weight,2,66,79,58.4,170.417126
Weight,2,80,99,58.4,154.543862
Weight,1,0,18,58.4,74.295694
Weight,1,18,25,58.4,183.0875181
Weight,1,26,35,58.4,201.0525255
Weight,1,36,45,58.4,206.572894
Weight,1,46,55,58.4,199.738572
Weight,1,56,65,58.4,198.4158
Weight,1,66,79,58.4,193.4880334
Weight,1,80,99,58.4,184.2392116
Weight,2,0,18,58.5,77.74371968
Weight,2,18,25,58.5,161.1852798
Weight,2,26,35,58.5,174.431739
Weight,2,36,45,58.5,181.3388135
Weight,2,46,55,58.5,176.590062
Weight,2,56,65,58.5,178.2424247
Weight,2,66,79,58.5,170.6706573
Weight,2,80,99,58.5,154.543862
Weight,1,0,18,58.5,74.79393812
Weight,1,18,25,58.5,183.2160474
Weight,1,26,35,58.5,201.281806
Weight,1,36,45,58.5,206.572894
Weight,1,46,55,58.5,199.738572
Weight,1,56,65,58.5,198.4158
Weight,1,66,79,58.5,193.565636
Weight,1,80,99,58.5,184.306232
Weight,2,0,18,58.6,78.09293149
Weight,2,18,25,58.6,161.5655767
Weight,2,26,35,58.6,174.7461178
Weight,2,36,45,58.6,181.8070748
Weight,2,46,55,58.6,176.590062
Weight,2,56,65,58.6,178.429156
Weight,2,66,79,58.6,170.9175747
Weight,2,80,99,58.6,154.5698765
Weight,1,0,18,58.6,74.95708
Weight,1,18,25,58.6,183.3445768
Weight,1,26,35,58.6,201.281806
Weight,1,36,45,58.6,206.6363871
Weight,1,46,55,58.6,199.936106
Weight,1,56,65,58.6,198.583792
Weight,1,66,79,58.6,193.565636
Weight,1,80,99,58.6,184.306232
Weight,2,0,18,58.7,78.26401
Weight,2,18,25,58.7,161.598646
Weight,2,26,35,58.7,174.826366
Weight,2,36,45,58.7,182.1439407
Weight,2,46,55,58.7,176.590062
Weight,2,56,65,58.7,178.6158873
Weight,2,66,79,58.7,171.0707958
Weight,2,80,99,58.7,154.627858
Weight,1,0,18,58.7,74.95708
Weight,1,18,25,58.7,183.4731061
Weight,1,26,35,58.7,201.3402284
Weight,1,36,45,58.7,206.770428
Weight,1,46,55,58.7,200.2050696
Weight,1,56,65,58.7,198.7639095
Weight,1,66,79,58.7,193.5726908
Weight,1,80,99,58.7,184.306232
Weight,2,0,18,58.8,78.5708931
Weight,2,18,25,58.8,161.6868308
Weight,2,26,35,58.8,174.826366
Weight,2,36,45,58.8,182.5901558
Weight,2,46,55,58.8,176.590062
Weight,2,56,65,58.8,178.794682
Weight,2,66,79,58.8,171.5150268
Weight,2,80,99,58.8,154.6858395
Weight,1,0,18,58.8,75.177542
Weight,1,18,25,58.8,183.6016354
Weight,1,26,35,58.8,201.4714033
Weight,1,36,45,58.8,206.793356
Weight,1,46,55,58.8,200.3523382
Weight,1,56,65,58.8,198.944027
Weight,1,66,79,58.8,193.7349508
Weight,1,80,99,58.8,184.306232
Weight,2,0,18,58.9,79.14056691
Weight,2,18,25,58.9,162.1938934
Weight,2,26,35,58.9,174.826366
Weight,2,36,45,58.9,183.203922
Weight,2,46,55,58.9,176.6590666
Weight,2,56,65,58.9,178.794682
Weight,2,66,79,58.9,171.896426
Weight,2,80,99,58.9,154.743821
Weight,1,0,18,58.9,75.25294
Weight,1,18,25,58.9,183.644846
Weight,1,26,35,58.9,201.7028884
Weight,1,36,45,58.9,206.793356
Weight,1,46,55,58.9,200.4996068
Weight,1,56,65,58.9,199.077186
Weight,1,66,79,58.9,193.786098
Weight,1,80,99,58.9,184.3979442
Weight,2,0,18,59,79.51623416
Weight,2,18,25,59,162.480494
Weight,2,26,35,59,174.826366
Weight,2,36,45,59,183.203922
Weight,2,46,55,59,176.8171379
Weight,2,56,65,59,178.794682
Weight,2,66,79,59,172.1918451
Weight,2,80,99,59,154.764324
Weight,1,0,18,59,75.618466
Weight,1,18,25,59,183.644846
Weight,1,26,35,59,201.9652382
Weight,1,36,45,59,206.793356
Weight,1,46,55,59,200.62042
Weight,1,56,65,59,199.0837999
Weight,1,66,79,59,193.8390089
Weight,1,80,99,59,184.5178755
Weight,2,0,18,59.1,79.807244
Weight,2,18,25,59.1,162.480494
Weight,2,26,35,59.1,174.826366
Weight,2,36,45,59.1,183.203922
Weight,2,46,55,59.1,176.9752091
Weight,2,56,65,59.1,179.0490951
Weight,2,66,79,59.1,172.3450662
Weight,2,80,99,59.1,154.764324
Weight,1,0,18,59.1,75.77234848
Weight,1,18,25,59.1,183.7667615
Weight,1,26,35,59.1,202.227588
Weight,1,36,45,59.1,206.793356
Weight,1,46,55,59.1,200.62042
Weight,1,56,65,59.1,199.2639173
Weight,1,66,79,59.1,194.0012689
Weight,1,80,99,59.1,184.6378068
Weight,2,0,18,59.2,80.027706
Weight,2,18,25,59.2,162.5686788
Weight,2,26,35,59.2,174.826366
Weight,2,36,45,59.2,183.203922
Weight,2,46,55,59.2,177.030986
Weight,2,56,65,59.2,179.235606
Weight,2,66,79,59.2,172.401284
Weight,2,80,99,59.2,154.764324
Weight,1,0,18,59.2,75.838928
Weight,1,18,25,59.2,183.865308
Weight,1,26,35,59.2,202.5428486
Weight,1,36,45,59.2,206.793356
Weight,1,46,55,59.2,200.62042
Weight,1,56,65,59.2,199.297648
Weight,1,66,79,59.2,194.00656
Weight,1,80,99,59.2,184.7524471
Weight,2,0,18,59.3,80.31695214
Weight,2,18,25,59.3,162.6954445
Weight,2,26,35,59.3,174.826366
Weight,2,36,45,59.3,183.203922
Weight,2,46,55,59.3,177.0708896
Weight,2,56,65,59.3,179.235606
Weight,2,66,79,59.3,172.4310464
Weight,2,80,99,59.3,154.764324
Weight,1,0,18,59.3,76.29175695
Weight,1,18,25,59.3,183.865308
Weight,1,26,35,59.3,202.9363733
Weight,1,36,45,59.3,206.9132873
Weight,1,46,55,59.3,200.62042
Weight,1,56,65,59.3,199.297648
Weight,1,66,79,59.3,194.105327
Weight,1,80,99,59.3,184.8124128
Weight,2,0,18,59.4,80.46863
Weight,2,18,25,59.4,162.8222101
Weight,2,26,35,59.4,175.0565283
Weight,2,36,45,59.4,183.5690071
Weight,2,46,55,59.4,177.2289609
Weight,2,56,65,59.4,179.2616205
Weight,2,66,79,59.4,172.5842675
Weight,2,80,99,59.4,154.8132666
Weight,1,0,18,59.4,76.500314
Weight,1,18,25,59.4,183.865308
Weight,1,26,35,59.4,203.045502
Weight,1,36,45,59.4,207.013818
Weight,1,46,55,59.4,200.62042
Weight,1,56,65,59.4,199.3633457
Weight,1,66,79,59.4,194.227022
Weight,1,80,99,59.4,184.8723784
Weight,2,0,18,59.5,80.46863
Weight,2,18,25,59.5,162.9489758
Weight,2,26,35,59.5,175.26729
Weight,2,36,45,59.5,183.865308
Weight,2,46,55,59.5,177.251448
Weight,2,56,65,59.5,179.4483518
Weight,2,66,79,59.5,172.621746
Weight,2,80,99,59.5,154.8712481
Weight,1,0,18,59.5,76.59070342
Weight,1,18,25,59.5,183.865308
Weight,1,26,35,59.5,203.045502
Weight,1,36,45,59.5,207.013818
Weight,1,46,55,59.5,200.7218325
Weight,1,56,65,59.5,199.5434631
Weight,1,66,79,59.5,194.227022
Weight,1,80,99,59.5,184.9323441
Weight,2,0,18,59.6,80.689092
Weight,2,18,25,59.6,163.0757414
Weight,2,26,35,59.6,175.26729
Weight,2,36,45,59.6,183.865308
Weight,2,46,55,59.6,177.3978348
Weight,2,56,65,59.6,179.6350831
Weight,2,66,79,59.6,172.621746
Weight,2,80,99,59.6,154.9292296
Weight,1,0,18,59.6,76.941238
Weight,1,18,25,59.6,184.1748366
Weight,1,26,35,59.6,203.045502
Weight,1,36,45,59.6,207.013818
Weight,1,46,55,59.6,200.9819777
Weight,1,56,65,59.6,199.7235806
Weight,1,66,79,59.6,194.227022
Weight,1,80,99,59.6,184.967618
Weight,2,0,18,59.7,80.689092
Weight,2,18,25,59.7,163.2631341
Weight,2,26,35,59.7,175.26729
Weight,2,36,45,59.7,184.0143403
Weight,2,46,55,59.7,177.692372
Weight,2,56,65,59.7,179.8218145
Weight,2,66,79,59.7,172.621746
Weight,2,80,99,59.7,154.9872111
Weight,1,0,18,59.7,77.1617
Weight,1,18,25,59.7,184.526694
Weight,1,26,35,59.7,203.0929013
Weight,1,36,45,59.7,207.013818
Weight,1,46,55,59.7,201.7183208
Weight,1,56,65,59.7,200.0688241
Weight,1,66,79,59.7,194.3134431
Weight,1,80,99,59.7,184.967618
Weight,2,0,18,59.8,80.909554
Weight,2,18,25,59.8,163.5166654
Weight,2,26,35,59.8,175.4321956
Weight,2,36,45,59.8,184.3397422
Weight,2,46,55,59.8,177.692372
Weight,2,56,65,59.8,179.896992
Weight,2,66,79,59.8,172.621746
Weight,2,80,99,59.8,155.0451926
Weight,1,0,18,59.8,77.1617
Weight,1,18,25,59.8,184.526694
Weight,1,26,35,59.8,203.2240762
Weight,1,36,45,59.8,207.5288172
Weight,1,46,55,59.8,202.0454864
Weight,1,56,65,59.8,200.179496
Weight,1,66,79,59.8,194.4757031
Weight,1,80,99,59.8,184.967618
Weight,2,0,18,59.9,81.53037499
Weight,2,18,25,59.9,163.582804
Weight,2,26,35,59.9,175.7273942
Weight,2,36,45,59.9,184.747156
Weight,2,46,55,59.9,178.0118214
Weight,2,56,65,59.9,179.896992
Weight,2,66,79,59.9,172.6889869
Weight,2,80,99,59.9,155.1031741
Weight,1,0,18,59.9,77.18859636
Weight,1,18,25,59.9,184.5745343
Weight,1,26,35,59.9,203.3552511
Weight,1,36,45,59.9,207.895666
Weight,1,46,55,59.9,202.192755
Weight,1,56,65,59.9,200.2639329
Weight,1,66,79,59.9,194.6379632
Weight,1,80,99,59.9,184.967618
Weight,2,0,18,60,81.791402
Weight,2,18,25,60,163.582804
Weight,2,26,35,60,175.8845836
Weight,2,36,45,60,184.747156
Weight,2,46,55,60,178.5301276
Weight,2,56,65,60,179.896992
Weight,2,66,79,60,172.842208
Weight,2,80,99,60,155.1611556
Weight,1,0,18,60,77.382162
Weight,1,18,25,60,184.7030636
Weight,1,26,35,60,203.486426
Weight,1,36,45,60,207.895666
Weight,1,46,55,60,202.3400236
Weight,1,56,65,60,200.399958
Weight,1,66,79,60,194.667946
Weight,1,80,99,60,185.0558028
Weight,2,0,18,60.1,82.011864
Weight,2,18,25,60.1,164.0898666
Weight,2,26,35,60.1,176.15487
Weight,2,36,45,60.1,184.8591507
Weight,2,46,55,60.1,179.1624126
Weight,2,56,65,60.1,179.9073537
Weight,2,66,79,60.1,173.1486502
Weight,2,80,99,60.1,155.2469153
Weight,1,0,18,60.1,77.48754284
Weight,1,18,25,60.1,185.0004668
Weight,1,26,35,60.1,203.6176009
Weight,1,36,45,60.1,207.9856145
Weight,1,46,55,60.1,202.6936446
Weight,1,56,65,60.1,200.399958
Weight,1,66,79,60.1,194.9642469
Weight,1,80,99,60.1,185.1757341
Weight,2,0,18,60.2,82.232326
Weight,2,18,25,60.2,164.464652
Weight,2,26,35,60.2,176.4194244
Weight,2,36,45,60.2,185.0152378
Weight,2,46,55,60.2,179.235606
Weight,2,56,65,60.2,180.094085
Weight,2,66,79,60.2,173.283132
Weight,2,80,99,60.2,155.4208598
Weight,1,0,18,60.2,77.602624
Weight,1,18,25,60.2,185.3860549
Weight,1,26,35,60.2,203.706888
Weight,1,36,45,60.2,208.1196554
Weight,1,46,55,60.2,203.0754848
Weight,1,56,65,60.2,200.399958
Weight,1,66,79,60.2,195.549794
Weight,1,80,99,60.2,185.2956655
Weight,2,0,18,60.3,82.26583622
Weight,2,18,25,60.3,164.464652
Weight,2,26,35,60.3,176.5766138
Weight,2,36,45,60.3,185.1713249
Weight,2,46,55,60.3,179.235606
Weight,2,56,65,60.3,180.117454
Weight,2,66,79,60.3,173.3018713
Weight,2,80,99,60.3,155.5948044
Weight,1,0,18,60.3,77.602624
Weight,1,18,25,60.3,185.408542
Weight,1,26,35,60.3,203.706888
Weight,1,36,45,60.3,208.2536963
Weight,1,46,55,60.3,203.2227534
Weight,1,56,65,60.3,200.974041
Weight,1,66,79,60.3,195.549794
Weight,1,80,99,60.3,185.408542
Weight,2,0,18,60.4,82.61504803
Weight,2,18,25,60.4,164.5969292
Weight,2,26,35,60.4,176.7338032
Weight,2,36,45,60.4,185.18808
Weight,2,46,55,60.4,179.2505974
Weight,2,56,65,60.4,180.117454
Weight,2,66,79,60.4,173.4550924
Weight,2,80,99,60.4,155.7687489
Weight,1,0,18,60.4,77.71550054
Weight,1,18,25,60.4,185.437643
Weight,1,26,35,60.4,203.7906636
Weight,1,36,45,60.4,208.4388844
Weight,1,46,55,60.4,203.4740801
Weight,1,56,65,60.4,201.281806
Weight,1,66,79,60.4,195.7896567
Weight,1,80,99,60.4,185.408542
Weight,2,0,18,60.5,83.03480768
Weight,2,18,25,60.5,164.8504605
Weight,2,26,35,60.5,176.810524
Weight,2,36,45,60.5,185.5628654
Weight,2,46,55,60.5,179.4086687
Weight,2,56,65,60.5,180.213355
Weight,2,66,79,60.5,173.503594
Weight,2,80,99,60.5,155.9173403
Weight,1,0,18,60.5,78.26401
Weight,1,18,25,60.5,185.5661723
Weight,1,26,35,60.5,203.9218385
Weight,1,36,45,60.5,208.7069662
Weight,1,46,55,60.5,203.7377527
Weight,1,56,65,60.5,201.3446377
Weight,1,66,79,60.5,195.990718
Weight,1,80,99,60.5,185.408542
Weight,2,0,18,60.6,83.555098
Weight,2,18,25,60.6,165.1039918
Weight,2,26,35,60.6,176.8793081
Weight,2,36,45,60.6,186.29039
Weight,2,46,55,60.6,179.5667399
Weight,2,56,65,60.6,180.337916
Weight,2,66,79,60.6,173.503594
Weight,2,80,99,60.6,156.0333033
Weight,1,0,18,60.6,78.26401
Weight,1,18,25,60.6,185.629004
Weight,1,26,35,60.6,204.0530133
Weight,1,36,45,60.6,208.876281
Weight,1,46,55,60.6,203.8850213
Weight,1,56,65,60.6,201.5247551
Weight,1,66,79,60.6,195.990718
Weight,1,80,99,60.6,185.408542
Weight,2,0,18,60.7,83.99073091
Weight,2,18,25,60.7,165.3520116
Weight,2,26,35,60.7,177.5080658
Weight,2,36,45,60.7,186.29039
Weight,2,46,55,60.7,179.67653
Weight,2,56,65,60.7,180.337916
Weight,2,66,79,60.7,173.503594
Weight,2,80,99,60.7,156.1492663
Weight,1,0,18,60.7,78.484472
Weight,1,18,25,60.7,185.629004
Weight,1,26,35,60.7,204.147812
Weight,1,36,45,60.7,209.0473595
Weight,1,46,55,60.7,203.92735
Weight,1,56,65,60.7,201.7048726
Weight,1,66,79,60.7,195.990718
Weight,1,80,99,60.7,185.43147
Weight,2,0,18,60.8,84.436946
Weight,2,18,25,60.8,165.4787772
Weight,2,26,35,60.8,177.9145977
Weight,2,36,45,60.8,186.3926844
Weight,2,46,55,60.8,179.67653
Weight,2,56,65,60.8,180.337916
Weight,2,66,79,60.8,173.503594
Weight,2,80,99,60.8,156.2652293
Weight,1,0,18,60.8,78.704934
Weight,1,18,25,60.8,185.7312984
Weight,1,26,35,60.8,204.147812
Weight,1,36,45,60.8,209.5835231
Weight,1,46,55,60.8,203.9590965
Weight,1,56,65,60.8,201.88499
Weight,1,66,79,60.8,195.990718
Weight,1,80,99,60.8,185.4914357
Weight,2,0,18,60.9,84.58156907
Weight,2,18,25,60.9,165.6441237
Weight,2,26,35,60.9,178.2768168
Weight,2,36,45,60.9,186.510852
Weight,2,46,55,60.9,179.8204917
Weight,2,56,65,60.9,180.337916
Weight,2,66,79,60.9,173.7846831
Weight,2,80,99,60.9,156.307558
Weight,1,0,18,60.9,78.704934
Weight,1,18,25,60.9,185.8701894
Weight,1,26,35,60.9,204.147812
Weight,1,36,45,60.9,209.9397897
Weight,1,46,55,60.9,204.1063651
Weight,1,56,65,60.9,201.943192
Weight,1,66,79,60.9,196.0401015
Weight,1,80,99,60.9,185.5514014
Weight,2,0,18,61,84.71031888
Weight,2,18,25,61,165.897655
Weight,2,26,35,61,178.748385
Weight,2,36,45,61,186.510852
Weight,2,46,55,61,179.896992
Weight,2,56,65,61,180.4856255
Weight,2,66,79,61,174.5507885
Weight,2,80,99,61,156.307558
Weight,1,0,18,61,78.925396
Weight,1,18,25,61,186.1272481
Weight,1,26,35,61,204.147812
Weight,1,36,45,61,210.0738306
Weight,1,46,55,61,204.147812
Weight,1,56,65,61,202.1063339
Weight,1,66,79,61,196.2023615
Weight,1,80,99,61,185.611367
Weight,2,0,18,61.1,85.05953069
Weight,2,18,25,61.1,166.007886
Weight,2,26,35,61.1,178.794682
Weight,2,36,45,61.1,186.510852
Weight,2,46,55,61.1,179.9161722
Weight,2,56,65,61.1,181.1282723
Weight,2,66,79,61.1,174.605904
Weight,2,80,99,61.1,156.307558
Weight,1,0,18,61.1,79.145858
Weight,1,18,25,61.1,186.3373484
Weight,1,26,35,61.1,204.2679638
Weight,1,36,45,61.1,210.3154569
Weight,1,46,55,61.1,204.147812
Weight,1,56,65,61.1,202.384116
Weight,1,66,79,61.1,196.21118
Weight,1,80,99,61.1,185.6713327
Weight,2,0,18,61.2,85.098332
Weight,2,18,25,61.2,166.007886
Weight,2,26,35,61.2,178.8731665
Weight,2,36,45,61.2,186.5761088
Weight,2,46,55,61.2,180.0742434
Weight,2,56,65,61.2,181.660688
Weight,2,66,79,61.2,174.605904
Weight,2,80,99,61.2,156.307558
Weight,1,0,18,61.2,79.35221043
Weight,1,18,25,61.2,186.4658778
Weight,1,26,35,61.2,204.368274
Weight,1,36,45,61.2,210.54121
Weight,1,46,55,61.2,204.147812
Weight,1,56,65,61.2,202.3849978
Weight,1,66,79,61.2,196.3064196
Weight,1,80,99,61.2,185.7312984
Weight,2,0,18,61.3,85.3170303
Weight,2,18,25,61.3,166.1126055
Weight,2,26,35,61.3,179.0303559
Weight,2,36,45,61.3,186.731314
Weight,2,46,55,61.3,180.3471754
Weight,2,56,65,61.3,181.7072055
Weight,2,66,79,61.3,174.6136202
Weight,2,80,99,61.3,156.4041204
Weight,1,0,18,61.3,79.36632
Weight,1,18,25,61.3,186.5944071
Weight,1,26,35,61.3,204.368274
Weight,1,36,45,61.3,210.54121
Weight,1,46,55,61.3,204.2545156
Weight,1,56,65,61.3,202.5651153
Weight,1,66,79,61.3,196.5427548
Weight,1,80,99,61.3,185.791264
Weight,2,0,18,61.4,85.318794
Weight,2,18,25,61.4,166.2393711
Weight,2,26,35,61.4,179.1875453
Weight,2,36,45,61.4,186.731314
Weight,2,46,55,61.4,180.610848
Weight,2,56,65,61.4,181.8939368
Weight,2,66,79,61.4,174.7668413
Weight,2,80,99,61.4,156.5200834
Weight,1,0,18,61.4,79.6511569
Weight,1,18,25,61.4,186.7229364
Weight,1,26,35,61.4,204.4410265
Weight,1,36,45,61.4,210.54121
Weight,1,46,55,61.4,204.4352944
Weight,1,56,65,61.4,202.7452328
Weight,1,66,79,61.4,197.0295349
Weight,1,80,99,61.4,185.849466
Weight,2,0,18,61.5,85.57452992
Weight,2,18,25,61.5,166.3661368
Weight,2,26,35,61.5,179.4538634
Weight,2,36,45,61.5,186.731314
Weight,2,46,55,61.5,180.7689192
Weight,2,56,65,61.5,182.0806681
Weight,2,66,79,61.5,174.9200624
Weight,2,80,99,61.5,156.6360464
Weight,1,0,18,61.5,80.02109214
Weight,1,18,25,61.5,186.731314
Weight,1,26,35,61.5,204.5722014
Weight,1,36,45,61.5,210.54121
Weight,1,46,55,61.5,204.7298317
Weight,1,56,65,61.5,202.82504
Weight,1,66,79,61.5,197.2341237
Weight,1,80,99,61.5,185.849466
Weight,2,0,18,61.6,85.92374173
Weight,2,18,25,61.6,166.4929024
Weight,2,26,35,61.6,179.67653
Weight,2,36,45,61.6,186.731314
Weight,2,46,55,61.6,180.9269905
Weight,2,56,65,61.6,182.101612
Weight,2,66,79,61.6,175.046828
Weight,2,80,99,61.6,156.748482
Weight,1,0,18,61.6,80.027706
Weight,1,18,25,61.6,186.7877523
Weight,1,26,35,61.6,204.588736
Weight,1,36,45,61.6,210.54121
Weight,1,46,55,61.6,204.9167835
Weight,1,56,65,61.6,202.8850057
Weight,1,66,79,61.6,197.31349
Weight,1,80,99,61.6,185.849466
Weight,2,0,18,61.7,86.27295354
Weight,2,18,25,61.7,166.6196681
Weight,2,26,35,61.7,179.67653
Weight,2,36,45,61.7,186.731314
Weight,2,46,55,61.7,180.999302
Weight,2,56,65,61.7,182.101612
Weight,2,66,79,61.7,175.046828
Weight,2,80,99,61.7,156.748482
Weight,1,0,18,61.7,80.46863
Weight,1,18,25,61.7,187.044811
Weight,1,26,35,61.7,204.6140891
Weight,1,36,45,61.7,210.6011757
Weight,1,46,55,61.7,205.0984441
Weight,1,56,65,61.7,203.045502
Weight,1,66,79,61.7,197.31349
Weight,1,80,99,61.7,185.849466
Weight,2,0,18,61.8,86.62216534
Weight,2,18,25,61.8,166.7464337
Weight,2,26,35,61.8,179.67653
Weight,2,36,45,61.8,186.9711767
Weight,2,46,55,61.8,181.0460399
Weight,2,56,65,61.8,182.101612
Weight,2,66,79,61.8,175.046828
Weight,2,80,99,61.8,156.748482
Weight,1,0,18,61.8,80.46863
Weight,1,18,25,61.8,187.2370538
Weight,1,26,35,61.8,204.745264
Weight,1,36,45,61.8,210.8692575
Weight,1,46,55,61.8,205.3929814
Weight,1,56,65,61.8,203.045502
Weight,1,66,79,61.8,197.31349
Weight,1,80,99,61.8,185.9129591
Weight,2,0,18,61.9,86.862028
Weight,2,18,25,61.9,166.8731994
Weight,2,26,35,61.9,179.67653
Weight,2,36,45,61.9,187.172238
Weight,2,46,55,61.9,181.3621825
Weight,2,56,65,61.9,182.1662074
Weight,2,66,79,61.9,175.0920227
Weight,2,80,99,61.9,156.748482
Weight,1,0,18,61.9,80.61898508
Weight,1,18,25,61.9,187.3655832
Weight,1,26,35,61.9,204.8764389
Weight,1,36,45,61.9,211.0597366
Weight,1,46,55,61.9,205.5790513
Weight,1,56,65,61.9,203.204896
Weight,1,66,79,61.9,197.31349
Weight,1,80,99,61.9,186.092856
Weight,2,0,18,62,87.08249
Weight,2,18,25,62,166.999965
Weight,2,26,35,62,179.6897577
Weight,2,36,45,62,187.172238
Weight,2,46,55,62,181.440226
Weight,2,56,65,62,182.322074
Weight,2,66,79,62,175.2452438
Weight,2,80,99,62,156.7617097
Weight,1,0,18,62,80.909554
Weight,1,18,25,62,187.595525
Weight,1,26,35,62,205.0076138
Weight,1,36,45,62,211.1937775
Weight,1,46,55,62,205.7263199
Weight,1,56,65,62,203.265964
Weight,1,66,79,62,197.3840378
Weight,1,80,99,62,186.272753
Weight,2,0,18,62.1,87.22887677
Weight,2,18,25,62.1,167.110196
Weight,2,26,35,62.1,179.8469471
Weight,2,36,45,62.1,187.172238
Weight,2,46,55,62.1,181.4968847
Weight,2,56,65,62.1,182.322074
Weight,2,66,79,62.1,175.26729
Weight,2,80,99,62.1,156.8196912
Weight,1,0,18,62.1,81.130016
Weight,1,18,25,62.1,187.8431039
Weight,1,26,35,62.1,205.3570461
Weight,1,36,45,62.1,211.3278184
Weight,1,46,55,62.1,205.8735885
Weight,1,56,65,62.1,203.265964
Weight,1,66,79,62.1,197.533952
Weight,1,80,99,62.1,186.45265
Weight,2,0,18,62.2,87.302952
Weight,2,18,25,62.2,167.110196
Weight,2,26,35,62.2,180.0041365
Weight,2,36,45,62.2,187.2551317
Weight,2,46,55,62.2,181.654956
Weight,2,56,65,62.2,182.322074
Weight,2,66,79,62.2,175.331224
Weight,2,80,99,62.2,156.8776727
Weight,1,0,18,62.2,81.28786679
Weight,1,18,25,62.2,187.9716332
Weight,1,26,35,62.2,205.7108876
Weight,1,36,45,62.2,211.4618593
Weight,1,46,55,62.2,205.911508
Weight,1,56,65,62.2,203.3043244
Weight,1,66,79,62.2,197.533952
Weight,1,80,99,62.2,186.551417
Weight,2,0,18,62.3,87.523414
Weight,2,18,25,62.3,167.1598
Weight,2,26,35,62.3,180.1613259
Weight,2,36,45,62.3,187.3927
Weight,2,46,55,62.3,182.1177057
Weight,2,56,65,62.3,182.322074
Weight,2,66,79,62.3,175.4844451
Weight,2,80,99,62.3,156.9356542
Weight,1,0,18,62.3,81.43734003
Weight,1,18,25,62.3,188.054086
Weight,1,26,35,62.3,205.8420625
Weight,1,36,45,62.3,211.5959002
Weight,1,46,55,62.3,205.9476638
Weight,1,56,65,62.3,203.4844418
Weight,1,66,79,62.3,197.6503559
Weight,1,80,99,62.3,186.6113827
Weight,2,0,18,62.4,87.523414
Weight,2,18,25,62.4,167.2865656
Weight,2,26,35,62.4,180.3185153
Weight,2,36,45,62.4,187.3927
Weight,2,46,55,62.4,182.4120225
Weight,2,56,65,62.4,182.4384779
Weight,2,66,79,62.4,175.6376662
Weight,2,80,99,62.4,157.0183275
Weight,1,0,18,62.4,81.57094
Weight,1,18,25,62.4,188.054086
Weight,1,26,35,62.4,206.0349667
Weight,1,36,45,62.4,211.7299411
Weight,1,46,55,62.4,206.0949324
Weight,1,56,65,62.4,203.486426
Weight,1,66,79,62.4,197.754414
Weight,1,80,99,62.4,186.6713483
Weight,2,0,18,62.5,88.1848
Weight,2,18,25,62.5,167.4960045
Weight,2,26,35,62.5,180.337916
Weight,2,36,45,62.5,187.613162
Weight,2,46,55,62.5,182.5976515
Weight,2,56,65,62.5,182.7078825
Weight,2,66,79,62.5,175.7908873
Weight,2,80,99,62.5,157.1342905
Weight,1,0,18,62.5,81.57094
Weight,1,18,25,62.5,188.054086
Weight,1,26,35,62.5,206.2973165
Weight,1,36,45,62.5,211.863982
Weight,1,46,55,62.5,206.13197
Weight,1,56,65,62.5,203.6242148
Weight,1,66,79,62.5,197.754414
Weight,1,80,99,62.5,186.731314
Weight,2,0,18,62.6,88.405262
Weight,2,18,25,62.6,167.7495358
Weight,2,26,35,62.6,180.4124322
Weight,2,36,45,62.6,187.8794801
Weight,2,46,55,62.6,182.913794
Weight,2,56,65,62.6,182.98346
Weight,2,66,79,62.6,175.9441083
Weight,2,80,99,62.6,157.2502535
Weight,1,0,18,62.6,81.791402
Weight,1,18,25,62.6,188.054086
Weight,1,26,35,62.6,206.4560491
Weight,1,36,45,62.6,211.9980229
Weight,1,46,55,62.6,206.1690076
Weight,1,56,65,62.6,203.706888
Weight,1,66,79,62.6,198.2411941
Weight,1,80,99,62.6,186.7912797
Weight,2,0,18,62.7,88.625724
Weight,2,18,25,62.7,167.8873246
Weight,2,26,35,62.7,180.558378
Weight,2,36,45,62.7,188.0355672
Weight,2,46,55,62.7,183.1066983
Weight,2,56,65,62.7,182.9986719
Weight,2,66,79,62.7,176.0973294
Weight,2,80,99,62.7,157.3662165
Weight,1,0,18,62.7,82.011864
Weight,1,18,25,62.7,188.1733559
Weight,1,26,35,62.7,206.587224
Weight,1,36,45,62.7,212.2273034
Weight,1,46,55,62.7,206.3162762
Weight,1,56,65,62.7,203.706888
Weight,1,66,79,62.7,198.6239161
Weight,1,80,99,62.7,186.8512453
Weight,2,0,18,62.8,88.846186
Weight,2,18,25,62.8,167.992044
Weight,2,26,35,62.8,180.558378
Weight,2,36,45,62.8,188.1916543
Weight,2,46,55,62.8,183.2647695
Weight,2,56,65,62.8,183.1854032
Weight,2,66,79,62.8,176.149138
Weight,2,80,99,62.8,157.409868
Weight,1,0,18,62.8,82.011864
Weight,1,18,25,62.8,188.274548
Weight,1,26,35,62.8,206.7183989
Weight,1,36,45,62.8,212.6294261
Weight,1,46,55,62.8,206.4635448
Weight,1,56,65,62.8,203.7571533
Weight,1,66,79,62.8,198.856724
Weight,1,80,99,62.8,186.911211
Weight,2,0,18,62.9,88.92026123
Weight,2,18,25,62.9,167.992044
Weight,2,26,35,62.9,180.558378
Weight,2,36,45,62.9,188.4209348
