variable,gender,age_min,age_max,percentile,value
Weight,1,26,35,15.4,154.102938
Weight,1,36,45,15.4,154.543862
Weight,1,46,55,15.4,156.52802
Weight,1,56,65,15.4,153.22109
Weight,1,66,79,15.4,148.370926
Weight,1,80,99,15.4,144.3779183
Weight,2,0,18,15.5,25.35313
Weight,2,18,25,15.5,114.2268738
Weight,2,26,35,15.5,123.899644
Weight,2,36,45,15.5,129.190732
Weight,2,46,55,15.5,129.6911807
Weight,2,56,65,15.5,132.056738
Weight,2,66,79,15.5,126.705023
Weight,2,80,99,15.5,119.6722852
Weight,1,0,18,15.5,26.896364
Weight,1,18,25,15.5,138.7510666
Weight,1,26,35,15.5,154.2517499
Weight,1,36,45,15.5,154.5967729
Weight,1,46,55,15.5,156.52802
Weight,1,56,65,15.5,153.3610834
Weight,1,66,79,15.5,148.388563
Weight,1,80,99,15.5,144.4731578
Weight,2,0,18,15.6,25.37605805
Weight,2,18,25,15.6,114.3536394
Weight,2,26,35,15.6,124.0001747
Weight,2,36,45,15.6,129.190732
Weight,2,46,55,15.6,130.0073232
Weight,2,56,65,15.6,132.085839
Weight,2,66,79,15.6,126.76565
Weight,2,80,99,15.6,119.931328
Weight,1,0,18,15.6,27.116826
Weight,1,18,25,15.6,138.879596
Weight,1,26,35,15.6,154.6452745
Weight,1,36,45,15.6,154.7308138
Weight,1,46,55,15.6,156.52802
Weight,1,56,65,15.6,153.5412008
Weight,1,66,79,15.6,148.550823
Weight,1,80,99,15.6,144.5930892
Weight,2,0,18,15.7,25.573592
Weight,2,18,25,15.7,114.5410321
Weight,2,26,35,15.7,124.3145535
Weight,2,36,45,15.7,129.2251241
Weight,2,46,55,15.7,130.1980229
Weight,2,56,65,15.7,132.2725703
Weight,2,66,79,15.7,126.8417094
Weight,2,80,99,15.7,119.931328
Weight,1,0,18,15.7,27.116826
Weight,1,18,25,15.7,139.0081253
Weight,1,26,35,15.7,154.8558157
Weight,1,36,45,15.7,154.764324
Weight,1,46,55,15.7,156.52802
Weight,1,56,65,15.7,153.662014
Weight,1,66,79,15.7,148.834778
Weight,1,80,99,15.7,144.7130205
Weight,2,0,18,15.8,25.573592
Weight,2,18,25,15.8,114.7945634
Weight,2,26,35,15.8,124.340568
Weight,2,36,45,15.8,129.3812112
Weight,2,46,55,15.8,130.3560941
Weight,2,56,65,15.8,132.4593016
Weight,2,66,79,15.8,127.3013727
Weight,2,80,99,15.8,119.931328
Weight,1,0,18,15.8,27.116826
Weight,1,18,25,15.8,139.111522
Weight,1,26,35,15.8,154.9869906
Weight,1,36,45,15.8,154.7784336
Weight,1,46,55,15.8,156.52802
Weight,1,56,65,15.8,153.6809737
Weight,1,66,79,15.8,149.0958051
Weight,1,80,99,15.8,144.8329518
Weight,2,0,18,15.9,25.794054
Weight,2,18,25,15.9,114.9543984
Weight,2,26,35,15.9,124.4214776
Weight,2,36,45,15.9,129.5372983
Weight,2,46,55,15.9,130.5141654
Weight,2,56,65,15.9,132.6460329
Weight,2,66,79,15.9,127.5383693
Weight,2,80,99,15.9,119.931328
Weight,1,0,18,15.9,27.29363652
Weight,1,18,25,15.9,139.111522
Weight,1,26,35,15.9,155.1181655
Weight,1,36,45,15.9,154.9124745
Weight,1,46,55,15.9,156.5747579
Weight,1,56,65,15.9,153.8610912
Weight,1,66,79,15.9,149.252774
Weight,1,80,99,15.9,144.843534
Weight,2,0,18,16,25.89105728
Weight,2,18,25,16,115.081164
Weight,2,26,35,16,124.578667
Weight,2,36,45,16,129.7551147
Weight,2,46,55,16,130.6722366
Weight,2,56,65,16,132.718124
Weight,2,66,79,16,127.647498
Weight,2,80,99,16,119.9666019
Weight,1,0,18,16,27.337288
Weight,1,18,25,16,139.2349807
Weight,1,26,35,16,155.205248
Weight,1,36,45,16,155.0465154
Weight,1,46,55,16,156.7220266
Weight,1,56,65,16,154.0412086
Weight,1,66,79,16,149.252774
Weight,1,80,99,16,144.843534
Weight,2,0,18,16.1,26.014516
Weight,2,18,25,16.1,115.3346953
Weight,2,26,35,16.1,124.7358564
Weight,2,36,45,16.1,130.0672889
Weight,2,46,55,16.1,130.733966
Weight,2,56,65,16.1,132.718124
Weight,2,66,79,16.1,127.647498
Weight,2,80,99,16.1,120.0825649
Weight,1,0,18,16.1,27.337288
Weight,1,18,25,16.1,139.4920394
Weight,1,26,35,16.1,155.205248
Weight,1,36,45,16.1,155.1805563
Weight,1,46,55,16.1,156.748482
Weight,1,56,65,16.1,154.2213261
Weight,1,66,79,16.1,149.252774
Weight,1,80,99,16.1,144.843534
Weight,2,0,18,16.2,26.014516
Weight,2,18,25,16.2,115.522088
Weight,2,26,35,16.2,124.8930458
Weight,2,36,45,16.2,130.2260216
Weight,2,46,55,16.2,130.733966
Weight,2,56,65,16.2,132.718124
Weight,2,66,79,16.2,128.0377157
Weight,2,80,99,16.2,120.1985279
Weight,1,0,18,16.2,27.337288
Weight,1,18,25,16.2,139.6507721
Weight,1,26,35,16.2,155.2912282
Weight,1,36,45,16.2,155.4239463
Weight,1,46,55,16.2,156.8437216
Weight,1,56,65,16.2,154.4014435
Weight,1,66,79,16.2,149.252774
Weight,1,80,99,16.2,144.843534
Weight,2,0,18,16.3,26.234978
Weight,2,18,25,16.3,115.522088
Weight,2,26,35,16.3,125.0502352
Weight,2,36,45,16.3,130.3821086
Weight,2,46,55,16.3,130.733966
Weight,2,56,65,16.3,132.7315722
Weight,2,66,79,16.3,128.3717157
Weight,2,80,99,16.3,120.314491
Weight,1,0,18,16.3,27.55775
Weight,1,18,25,16.3,139.7793014
Weight,1,26,35,16.3,155.4224031
Weight,1,36,45,16.3,155.646172
Weight,1,46,55,16.3,157.1382588
Weight,1,56,65,16.3,154.581561
Weight,1,66,79,16.3,149.252774
Weight,1,80,99,16.3,144.843534
Weight,2,0,18,16.4,26.234978
Weight,2,18,25,16.4,115.5882266
Weight,2,26,35,16.4,125.2074246
Weight,2,36,45,16.4,130.513504
Weight,2,46,55,16.4,130.733966
Weight,2,56,65,16.4,132.9183035
Weight,2,66,79,16.4,128.5249368
Weight,2,80,99,16.4,120.372252
Weight,1,0,18,16.4,27.55775
Weight,1,18,25,16.4,139.9078307
Weight,1,26,35,16.4,155.42571
Weight,1,36,45,16.4,155.646172
Weight,1,46,55,16.4,157.5544911
Weight,1,56,65,16.4,154.7616785
Weight,1,66,79,16.4,149.4079792
Weight,1,80,99,16.4,144.843534
Weight,2,0,18,16.5,26.31434432
Weight,2,18,25,16.5,115.7149923
Weight,2,26,35,16.5,125.364614
Weight,2,36,45,16.5,130.513504
Weight,2,46,55,16.5,130.8012069
Weight,2,56,65,16.5,132.938586
Weight,2,66,79,16.5,128.529346
Weight,2,80,99,16.5,120.372252
Weight,1,0,18,16.5,27.55775
Weight,1,18,25,16.5,140.0363601
Weight,1,26,35,16.5,155.4642909
Weight,1,36,45,16.5,155.9283634
Weight,1,46,55,16.5,157.850792
Weight,1,56,65,16.5,154.9417959
Weight,1,66,79,16.5,149.473236
Weight,1,80,99,16.5,144.843534
Weight,2,0,18,16.6,26.45544
Weight,2,18,25,16.6,115.74255
Weight,2,26,35,16.6,125.5218034
Weight,2,36,45,16.6,130.7463119
Weight,2,46,55,16.6,130.954428
Weight,2,56,65,16.6,132.938586
Weight,2,66,79,16.6,128.529346
Weight,2,80,99,16.6,120.372252
Weight,1,0,18,16.6,27.778212
Weight,1,18,25,16.6,140.1648894
Weight,1,26,35,16.6,155.5954657
Weight,1,36,45,16.6,156.4645269
Weight,1,46,55,16.6,157.850792
Weight,1,56,65,16.6,154.984786
Weight,1,66,79,16.6,149.5120373
Weight,1,80,99,16.6,144.9775749
Weight,2,0,18,16.7,26.45544
Weight,2,18,25,16.7,115.7480616
Weight,2,26,35,16.7,125.66334
Weight,2,36,45,16.7,130.954428
Weight,2,46,55,16.7,130.954428
Weight,2,56,65,16.7,133.2355483
Weight,2,66,79,16.7,128.5580061
Weight,2,80,99,16.7,120.372252
Weight,1,0,18,16.7,27.778212
Weight,1,18,25,16.7,140.213832
Weight,1,26,35,16.7,155.8875779
Weight,1,36,45,16.7,156.6461876
Weight,1,46,55,16.7,158.0959457
Weight,1,56,65,16.7,154.984786
Weight,1,66,79,16.7,149.6742973
Weight,1,80,99,16.7,145.2174376
Weight,2,0,18,16.8,26.675902
Weight,2,18,25,16.8,115.8748272
Weight,2,26,35,16.8,125.66334
Weight,2,36,45,16.8,130.954428
Weight,2,46,55,16.8,131.1554893
Weight,2,56,65,16.8,133.6652288
Weight,2,66,79,16.8,128.8644482
Weight,2,80,99,16.8,120.412817
Weight,1,0,18,16.8,27.778212
Weight,1,18,25,16.8,140.213832
Weight,1,26,35,16.8,156.2811026
Weight,1,36,45,16.8,156.748482
Weight,1,46,55,16.8,158.291716
Weight,1,56,65,16.8,154.984786
Weight,1,66,79,16.8,149.693698
Weight,1,80,99,16.8,145.4573002
Weight,2,0,18,16.9,26.675902
Weight,2,18,25,16.9,115.963012
Weight,2,26,35,16.9,125.7729096
Weight,2,36,45,16.9,131.0981692
Weight,2,46,55,16.9,131.395352
Weight,2,56,65,16.9,133.9150122
Weight,2,66,79,16.9,128.97027
Weight,2,80,99,16.9,120.4707985
Weight,1,0,18,16.9,27.778212
Weight,1,18,25,16.9,140.3300155
Weight,1,26,35,16.9,156.5522708
Weight,1,36,45,16.9,156.748482
Weight,1,46,55,16.9,158.291716
Weight,1,56,65,16.9,155.0008797
Weight,1,66,79,16.9,149.693698
Weight,1,80,99,16.9,145.6971629
Weight,2,0,18,17,26.675902
Weight,2,18,25,17,115.963012
Weight,2,26,35,17,125.883802
Weight,2,36,45,17,131.3336226
Weight,2,46,55,17,131.395352
Weight,2,56,65,17,134.4752061
Weight,2,66,79,17,128.97027
Weight,2,80,99,17,120.52878
Weight,1,0,18,17,27.83553212
Weight,1,18,25,17,140.4585448
Weight,1,26,35,17,156.7815513
Weight,1,36,45,17,156.8278483
Weight,1,46,55,17,158.9090096
Weight,1,56,65,17,155.1809972
Weight,1,66,79,17,149.7201534
Weight,1,80,99,17,145.7782929
Weight,2,0,18,17.1,26.896364
Weight,2,18,25,17.1,116.0346622
Weight,2,26,35,17.1,125.883802
Weight,2,36,45,17.1,131.615814
Weight,2,46,55,17.1,131.395352
Weight,2,56,65,17.1,134.6663467
Weight,2,66,79,17.1,128.97027
Weight,2,80,99,17.1,120.5867615
Weight,1,0,18,17.1,27.998674
Weight,1,18,25,17.1,140.5870742
Weight,1,26,35,17.1,156.9127262
Weight,1,36,45,17.1,156.9618892
Weight,1,46,55,17.1,159.394026
Weight,1,56,65,17.1,155.3611146
Weight,1,66,79,17.1,149.8824135
Weight,1,80,99,17.1,145.8382585
Weight,2,0,18,17.2,26.896364
Weight,2,18,25,17.2,116.1614278
Weight,2,26,35,17.2,125.883802
Weight,2,36,45,17.2,131.615814
Weight,2,46,55,17.2,131.4667817
Weight,2,56,65,17.2,134.702282
Weight,2,66,79,17.2,128.97027
Weight,2,80,99,17.2,120.644743
Weight,1,0,18,17.2,28.219136
Weight,1,18,25,17.2,140.7156035
Weight,1,26,35,17.2,157.1188582
Weight,1,36,45,17.2,157.0959301
Weight,1,46,55,17.2,159.394026
Weight,1,56,65,17.2,155.42571
Weight,1,66,79,17.2,150.0446735
Weight,1,80,99,17.2,145.8982242
Weight,2,0,18,17.3,26.896364
Weight,2,18,25,17.3,116.2881935
Weight,2,26,35,17.3,125.9607432
Weight,2,36,45,17.3,131.615814
Weight,2,46,55,17.3,131.6248529
Weight,2,56,65,17.3,134.8193473
Weight,2,66,79,17.3,129.0738871
Weight,2,80,99,17.3,120.7027245
Weight,1,0,18,17.3,28.28395183
Weight,1,18,25,17.3,140.8441329
Weight,1,26,35,17.3,157.3812079
Weight,1,36,45,17.3,157.189406
Weight,1,46,55,17.3,159.5183666
Weight,1,56,65,17.3,155.42571
Weight,1,66,79,17.3,150.134622
Weight,1,80,99,17.3,145.9828816
Weight,2,0,18,17.4,27.116826
Weight,2,18,25,17.4,116.403936
Weight,2,26,35,17.4,126.1316013
Weight,2,36,45,17.4,131.7004714
Weight,2,46,55,17.4,131.7829242
Weight,2,56,65,17.4,135.0894133
Weight,2,66,79,17.4,129.3803293
Weight,2,80,99,17.4,120.760706
Weight,1,0,18,17.4,28.439598
Weight,1,18,25,17.4,140.875218
Weight,1,26,35,17.4,157.409868
Weight,1,36,45,17.4,157.189406
Weight,1,46,55,17.4,159.614488
Weight,1,56,65,17.4,155.460543
Weight,1,66,79,17.4,150.1487316
Weight,1,80,99,17.4,146.1627786
Weight,2,0,18,17.5,27.116826
Weight,2,18,25,17.5,116.403936
Weight,2,26,35,17.5,126.4459801
Weight,2,36,45,17.5,132.0126456
Weight,2,46,55,17.5,131.836276
Weight,2,56,65,17.5,135.363668
Weight,2,66,79,17.5,129.411194
Weight,2,80,99,17.5,120.8186876
Weight,1,0,18,17.5,28.439598
Weight,1,18,25,17.5,140.8807296
Weight,1,26,35,17.5,157.409868
Weight,1,36,45,17.5,157.2775908
Weight,1,46,55,17.5,159.614488
Weight,1,56,65,17.5,155.6406605
Weight,1,66,79,17.5,150.3109916
Weight,1,80,99,17.5,146.3426756
Weight,2,0,18,17.6,27.116826
Weight,2,18,25,17.6,116.4480284
Weight,2,26,35,17.6,126.545188
Weight,2,36,45,17.6,132.5929016
Weight,2,46,55,17.6,131.836276
Weight,2,56,65,17.6,135.3795413
Weight,2,66,79,17.6,129.4817418
Weight,2,80,99,17.6,120.8766691
Weight,1,0,18,17.6,28.439598
Weight,1,18,25,17.6,141.0092589
Weight,1,26,35,17.6,157.409868
Weight,1,36,45,17.6,157.409868
Weight,1,46,55,17.6,159.614488
Weight,1,56,65,17.6,155.646172
Weight,1,66,79,17.6,150.4732516
Weight,1,80,99,17.6,146.5225726
Weight,2,0,18,17.7,27.337288
Weight,2,18,25,17.7,116.5747941
Weight,2,26,35,17.7,126.5895009
Weight,2,36,45,17.7,133.147584
Weight,2,46,55,17.7,131.836276
Weight,2,56,65,17.7,135.5662726
Weight,2,66,79,17.7,129.631656
Weight,2,80,99,17.7,120.9346506
Weight,1,0,18,17.7,28.44092077
Weight,1,18,25,17.7,141.09568
Weight,1,26,35,17.7,157.5487591
Weight,1,36,45,17.7,157.409868
Weight,1,46,55,17.7,159.666517
Weight,1,56,65,17.7,155.646172
Weight,1,66,79,17.7,150.6355117
Weight,1,80,99,17.7,146.6707231
Weight,2,0,18,17.8,27.337288
Weight,2,18,25,17.8,116.624398
Weight,2,26,35,17.8,126.7466903
Weight,2,36,45,17.8,133.6052631
Weight,2,46,55,17.8,131.836276
Weight,2,56,65,17.8,135.58413
Weight,2,66,79,17.8,129.631656
Weight,2,80,99,17.8,120.9926321
Weight,1,0,18,17.8,28.66006
Weight,1,18,25,17.8,141.09568
Weight,1,26,35,17.8,157.8111088
Weight,1,36,45,17.8,157.4592515
Weight,1,46,55,17.8,159.8137856
Weight,1,56,65,17.8,155.646172
Weight,1,66,79,17.8,150.7977717
Weight,1,80,99,17.8,146.7906544
Weight,2,0,18,17.9,27.337288
Weight,2,18,25,17.9,116.624398
Weight,2,26,35,17.9,126.76565
Weight,2,36,45,17.9,133.7613502
Weight,2,46,55,17.9,131.9875129
Weight,2,56,65,17.9,135.7192732
Weight,2,66,79,17.9,129.7209431
Weight,2,80,99,17.9,121.152467
Weight,1,0,18,17.9,28.66006
Weight,1,18,25,17.9,141.3317948
Weight,1,26,35,17.9,157.850792
Weight,1,36,45,17.9,157.5932924
Weight,1,46,55,17.9,159.83495
Weight,1,56,65,17.9,155.646172
Weight,1,66,79,17.9,150.9600317
Weight,1,80,99,17.9,146.9105857
Weight,2,0,18,18,27.55775
Weight,2,18,25,18,116.734629
Weight,2,26,35,18,126.76565
Weight,2,36,45,18,133.9174373
Weight,2,46,55,18,132.2904277
Weight,2,56,65,18,135.804592
Weight,2,66,79,18,129.852118
Weight,2,80,99,18,121.5583376
Weight,1,0,18,18,28.66006
Weight,1,18,25,18,141.7173828
Weight,1,26,35,18,157.8728382
Weight,1,36,45,18,157.7273333
Weight,1,46,55,18,159.83495
Weight,1,56,65,18,155.6726274
Weight,1,66,79,18,151.1222918
Weight,1,80,99,18,147.030517
Weight,2,0,18,18.1,27.55775
Weight,2,18,25,18.1,116.8613947
Weight,2,26,35,18.1,126.7773345
Weight,2,36,45,18.1,134.040896
Weight,2,46,55,18.1,132.448499
Weight,2,56,65,18.1,135.804592
Weight,2,66,79,18.1,129.852118
Weight,2,80,99,18.1,121.9642081
Weight,1,0,18,18.1,28.66006
Weight,1,18,25,18.1,141.8723676
Weight,1,26,35,18.1,158.0040131
Weight,1,36,45,18.1,157.8825385
Weight,1,46,55,18.1,159.83495
Weight,1,56,65,18.1,156.0328623
Weight,1,66,79,18.1,151.3321716
Weight,1,80,99,18.1,147.1504484
Weight,2,0,18,18.2,27.55775
Weight,2,18,25,18.2,116.9881603
Weight,2,26,35,18.2,126.9345239
Weight,2,36,45,18.2,134.040896
Weight,2,46,55,18.2,132.6065702
Weight,2,56,65,18.2,135.8385431
Weight,2,66,79,18.2,130.0681708
Weight,2,80,99,18.2,122.3700786
Weight,1,0,18,18.2,28.880522
Weight,1,18,25,18.2,141.977528
Weight,1,26,35,18.2,158.071254
Weight,1,36,45,18.2,158.2846612
Weight,1,46,55,18.2,159.9619361
Weight,1,56,65,18.2,156.087096
Weight,1,66,79,18.2,151.6566916
Weight,1,80,99,18.2,147.2703797
Weight,2,0,18,18.3,27.55775
Weight,2,18,25,18.3,117.065322
Weight,2,26,35,18.3,126.986112
Weight,2,36,45,18.3,134.1652366
Weight,2,46,55,18.3,132.718124
Weight,2,56,65,18.3,136.025054
Weight,2,66,79,18.3,130.293042
Weight,2,80,99,18.3,122.6337512
Weight,1,0,18,18.3,28.880522
Weight,1,18,25,18.3,141.977528
Weight,1,26,35,18.3,158.071254
Weight,1,36,45,18.3,158.57038
Weight,1,46,55,18.3,160.1629975
Weight,1,56,65,18.3,156.3124082
Weight,1,66,79,18.3,151.8295339
Weight,1,80,99,18.3,147.390311
Weight,2,0,18,18.4,27.778212
Weight,2,18,25,18.4,117.065322
Weight,2,26,35,18.4,127.0284407
Weight,2,36,45,18.4,134.3812893
Weight,2,46,55,18.4,132.718124
Weight,2,56,65,18.4,136.025054
Weight,2,66,79,18.4,130.293042
Weight,2,80,99,18.4,122.7497142
Weight,1,0,18,18.4,28.880522
Weight,1,18,25,18.4,142.0974593
Weight,1,26,35,18.4,158.071254
Weight,1,36,45,18.4,158.7044209
Weight,1,46,55,18.4,160.4575347
Weight,1,56,65,18.4,156.6003315
Weight,1,66,79,18.4,151.9917939
Weight,1,80,99,18.4,147.4996602
Weight,2,0,18,18.5,27.778212
Weight,2,18,25,18.5,117.065322
Weight,2,26,35,18.5,127.1856301
Weight,2,36,45,18.5,134.6934635
Weight,2,46,55,18.5,132.718124
Weight,2,56,65,18.5,136.1782751
Weight,2,66,79,18.5,130.293042
Weight,2,80,99,18.5,122.8656772
Weight,1,0,18,18.5,28.880522
Weight,1,18,25,18.5,142.354518
Weight,1,26,35,18.5,158.0877887
Weight,1,36,45,18.5,158.8384618
Weight,1,46,55,18.5,160.624204
Weight,1,56,65,18.5,156.780449
Weight,1,66,79,18.5,152.11878
Weight,1,80,99,18.5,147.5596258
Weight,2,0,18,18.6,27.998674
Weight,2,18,25,18.6,117.065322
Weight,2,26,35,18.6,127.206574
Weight,2,36,45,18.6,134.8539599
Weight,2,46,55,18.6,132.7979312
Weight,2,56,65,18.6,136.245516
Weight,2,66,79,18.6,130.3525667
Weight,2,80,99,18.6,122.9816402
Weight,1,0,18,18.6,29.100984
Weight,1,18,25,18.6,142.418452
Weight,1,26,35,18.6,158.2189635
Weight,1,36,45,18.6,158.9725027
Weight,1,46,55,18.6,160.716798
Weight,1,56,65,18.6,156.9605664
Weight,1,66,79,18.6,152.11878
Weight,1,80,99,18.6,147.6195915
Weight,2,0,18,18.7,28.0445301
Weight,2,18,25,18.7,117.065322
Weight,2,26,35,18.7,127.3525198
Weight,2,36,45,18.7,134.922744
Weight,2,46,55,18.7,132.973419
Weight,2,56,65,18.7,136.245516
Weight,2,66,79,18.7,130.5057878
Weight,2,80,99,18.7,123.0576996
Weight,1,0,18,18.7,29.100984
Weight,1,18,25,18.7,142.4230817
Weight,1,26,35,18.7,158.291716
Weight,1,36,45,18.7,159.1065436
Weight,1,46,55,18.7,160.716798
Weight,1,56,65,18.7,157.1406839
Weight,1,66,79,18.7,152.397444
Weight,1,80,99,18.7,147.6795572
Weight,2,0,18,18.8,28.219136
Weight,2,18,25,18.8,117.1094144
Weight,2,26,35,18.8,127.647498
Weight,2,36,45,18.8,134.9686001
Weight,2,46,55,18.8,133.2895615
Weight,2,56,65,18.8,136.245516
Weight,2,66,79,18.8,130.6590089
Weight,2,80,99,18.8,123.1156811
Weight,1,0,18,18.8,29.20327837
Weight,1,18,25,18.8,142.551611
Weight,1,26,35,18.8,158.291716
Weight,1,36,45,18.8,159.3746253
Weight,1,46,55,18.8,160.716798
Weight,1,56,65,18.8,157.3208014
Weight,1,66,79,18.8,152.640834
Weight,1,80,99,18.8,147.70954
Weight,2,0,18,18.9,28.219136
Weight,2,18,25,18.9,117.3629457
Weight,2,26,35,18.9,127.647498
Weight,2,36,45,18.9,135.2807743
Weight,2,46,55,18.9,133.492607
Weight,2,56,65,18.9,136.2821127
Weight,2,66,79,18.9,130.733966
Weight,2,80,99,18.9,123.1736626
Weight,1,0,18,18.9,29.321446
Weight,1,18,25,18.9,142.6801404
Weight,1,26,35,18.9,158.3920262
Weight,1,36,45,18.9,159.776748
Weight,1,46,55,18.9,160.716798
Weight,1,56,65,18.9,157.409868
Weight,1,66,79,18.9,152.780166
Weight,1,80,99,18.9,147.70954
Weight,2,0,18,19,28.219136
Weight,2,18,25,19,117.5613615
Weight,2,26,35,19,127.7511151
Weight,2,36,45,19,135.363668
Weight,2,46,55,19,133.599972
Weight,2,56,65,19,136.6555753
Weight,2,66,79,19,130.7449891
Weight,2,80,99,19,123.2316441
Weight,1,0,18,19,29.50222484
Weight,1,18,25,19,142.8086697
Weight,1,26,35,19,158.5232011
Weight,1,36,45,19,160.1788707
Weight,1,46,55,19,160.716798
Weight,1,56,65,19,157.409868
Weight,1,66,79,19,152.780166
Weight,1,80,99,19,147.70954
Weight,2,0,18,19.1,28.219136
Weight,2,18,25,19.1,117.6881272
Weight,2,26,35,19.1,127.9083045
Weight,2,36,45,19.1,135.363668
Weight,2,46,55,19.1,133.599972
Weight,2,56,65,19.1,136.68644
Weight,2,66,79,19.1,130.8982102
Weight,2,80,99,19.1,123.3923609
Weight,1,0,18,19.1,29.541908
Weight,1,18,25,19.1,142.9371991
Weight,1,26,35,19.1,158.654376
Weight,1,36,45,19.1,160.5245551
Weight,1,46,55,19.1,160.8464297
Weight,1,56,65,19.1,157.409868
Weight,1,66,79,19.1,152.780166
Weight,1,80,99,19.1,147.70954
Weight,2,0,18,19.2,28.439598
Weight,2,18,25,19.2,117.9912624
Weight,2,26,35,19.2,128.065494
Weight,2,36,45,19.2,135.363668
Weight,2,46,55,19.2,133.7463588
Weight,2,56,65,19.2,136.68644
Weight,2,66,79,19.2,131.0514313
Weight,2,80,99,19.2,123.5663055
Weight,1,0,18,19.2,29.541908
Weight,1,18,25,19.2,143.0657284
Weight,1,26,35,19.2,158.73264
Weight,1,36,45,19.2,160.658596
Weight,1,46,55,19.2,160.9936983
Weight,1,56,65,19.2,157.409868
Weight,1,66,79,19.2,152.8489501
Weight,1,80,99,19.2,147.70954
Weight,2,0,18,19.3,28.439598
Weight,2,18,25,19.3,118.3715594
Weight,2,26,35,19.3,128.088422
Weight,2,36,45,19.3,135.363668
Weight,2,46,55,19.3,133.820434
Weight,2,56,65,19.3,136.7902776
Weight,2,66,79,19.3,131.2046524
Weight,2,80,99,19.3,123.74025
Weight,1,0,18,19.3,29.541908
Weight,1,18,25,19.3,143.079838
Weight,1,26,35,19.3,158.73264
Weight,1,36,45,19.3,160.8684759
Weight,1,46,55,19.3,161.1409669
Weight,1,56,65,19.3,157.409868
Weight,1,66,79,19.3,153.000628
Weight,1,80,99,19.3,147.70954
Weight,2,0,18,19.4,28.439598
Weight,2,18,25,19.4,118.388094
Weight,2,26,35,19.4,128.088422
Weight,2,36,45,19.4,135.4412706
Weight,2,46,55,19.4,133.8420393
Weight,2,56,65,19.4,136.9770089
Weight,2,66,79,19.4,131.3578735
Weight,2,80,99,19.4,123.9093443
Weight,1,0,18,19.4,29.76237
Weight,1,18,25,19.4,143.1023251
Weight,1,26,35,19.4,159.017036
Weight,1,36,45,19.4,161.1365576
Weight,1,46,55,19.4,161.2882355
Weight,1,56,65,19.4,157.409868
Weight,1,66,79,19.4,153.000628
Weight,1,80,99,19.4,147.70954
Weight,2,0,18,19.5,28.66006
Weight,2,18,25,19.5,118.4156518
Weight,2,26,35,19.5,128.0961382
Weight,2,36,45,19.5,135.58413
Weight,2,46,55,19.5,134.0001105
Weight,2,56,65,19.5,137.1637402
Weight,2,66,79,19.5,131.395352
Weight,2,80,99,19.5,124.0253073
Weight,1,0,18,19.5,29.76237
Weight,1,18,25,19.5,143.2308545
Weight,1,26,35,19.5,159.394026
Weight,1,36,45,19.5,161.157722
Weight,1,46,55,19.5,161.4355041
Weight,1,56,65,19.5,157.4793135
Weight,1,66,79,19.5,153.1152682
Weight,1,80,99,19.5,147.70954
Weight,2,0,18,19.6,28.66006
Weight,2,18,25,19.6,118.5424174
Weight,2,26,35,19.6,128.2533276
Weight,2,36,45,19.6,135.58413
Weight,2,46,55,19.6,134.040896
Weight,2,56,65,19.6,137.347826
Weight,2,66,79,19.6,131.395352
Weight,2,80,99,19.6,124.1412704
Weight,1,0,18,19.6,29.76237
Weight,1,18,25,19.6,143.3003
Weight,1,26,35,19.6,159.394026
Weight,1,36,45,19.6,161.1947596
Weight,1,46,55,19.6,161.5827727
Weight,1,56,65,19.6,157.63033
Weight,1,66,79,19.6,153.22109
Weight,1,80,99,19.6,147.70954
Weight,2,0,18,19.7,28.66006
Weight,2,18,25,19.7,118.608556
Weight,2,26,35,19.7,128.410517
Weight,2,36,45,19.7,135.58413
Weight,2,46,55,19.7,134.040896
Weight,2,56,65,19.7,137.347826
Weight,2,66,79,19.7,131.395352
Weight,2,80,99,19.7,124.2572334
Weight,1,0,18,19.7,29.982832
Weight,1,18,25,19.7,143.3003
Weight,1,26,35,19.7,159.394026
Weight,1,36,45,19.7,161.3288005
Weight,1,46,55,19.7,161.7300414
Weight,1,56,65,19.7,157.63033
Weight,1,66,79,19.7,153.22109
Weight,1,80,99,19.7,147.70954
Weight,2,0,18,19.8,28.79939198
Weight,2,18,25,19.8,118.608556
Weight,2,26,35,19.8,128.5677064
Weight,2,36,45,19.8,135.66526
Weight,2,46,55,19.8,134.040896
Weight,2,56,65,19.8,137.347826
Weight,2,66,79,19.8,131.5298338
Weight,2,80,99,19.8,124.340568
Weight,1,0,18,19.8,29.982832
Weight,1,18,25,19.8,143.3959805
Weight,1,26,35,19.8,159.394026
Weight,1,36,45,19.8,161.378184
Weight,1,46,55,19.8,161.819108
Weight,1,56,65,19.8,157.7992039
Weight,1,66,79,19.8,153.22109
Weight,1,80,99,19.8,147.70954
Weight,2,0,18,19.9,28.880522
Weight,2,18,25,19.9,118.608556
Weight,2,26,35,19.9,128.7248958
Weight,2,36,45,19.9,135.9774342
Weight,2,46,55,19.9,134.040896
Weight,2,56,65,19.9,137.4697415
Weight,2,66,79,19.9,131.615814
Weight,2,80,99,19.9,124.340568
Weight,1,0,18,19.9,29.982832
Weight,1,18,25,19.9,143.520762
Weight,1,26,35,19.9,159.4833131
Weight,1,36,45,19.9,161.378184
Weight,1,46,55,19.9,161.819108
Weight,1,56,65,19.9,157.850792
