variable,gender,age_min,age_max,percentile,value
Height,1,56,65,20.5,65.8661773
Height,1,66,79,20.5,65.2756258
Height,1,80,99,20.5,65.02188551
Height,2,0,18,20.6,42.5984482
Height,2,18,25,20.6,61.4567261
Height,2,26,35,20.6,61.4567261
Height,2,36,45,20.6,61.1811354
Height,2,46,55,20.6,60.8268045
Height,2,56,65,20.6,60.69641073
Height,2,66,79,20.6,60.0000324
Height,2,80,99,20.6,59.5275912
Height,1,0,18,20.6,43.59750386
Height,1,18,25,20.6,66.6929494
Height,1,26,35,20.6,66.6142092
Height,1,36,45,20.6,66.3386185
Height,1,46,55,20.6,65.748067
Height,1,56,65,20.6,65.8661773
Height,1,66,79,20.6,65.2756258
Height,1,80,99,20.6,65.0325548
Height,2,0,18,20.7,42.6771884
Height,2,18,25,20.7,61.45771035
Height,2,26,35,20.7,61.4567261
Height,2,36,45,20.7,61.18672595
Height,2,46,55,20.7,60.8268045
Height,2,56,65,20.7,60.7086942
Height,2,66,79,20.7,60.01778832
Height,2,80,99,20.7,59.5275912
Height,1,0,18,20.7,43.7233307
Height,1,18,25,20.7,66.6929494
Height,1,26,35,20.7,66.63700449
Height,1,36,45,20.7,66.3386185
Height,1,46,55,20.7,65.75893315
Height,1,56,65,20.7,65.8661773
Height,1,66,79,20.7,65.29625573
Height,1,80,99,20.7,65.0394052
Height,2,0,18,20.8,42.68663722
Height,2,18,25,20.8,61.48034816
Height,2,26,35,20.8,61.46869461
Height,2,36,45,20.8,61.21452124
Height,2,46,55,20.8,60.83215883
Height,2,56,65,20.8,60.7086942
Height,2,66,79,20.8,60.04507179
Height,2,80,99,20.8,59.5275912
Height,1,0,18,20.8,43.7795512
Height,1,18,25,20.8,66.70334311
Height,1,26,35,20.8,66.6535793
Height,1,36,45,20.8,66.3386185
Height,1,46,55,20.8,65.78523237
Height,1,56,65,20.8,65.89483873
Height,1,66,79,20.8,65.32507465
Height,1,80,99,20.8,65.0394052
Height,2,0,18,20.9,42.73210969
Height,2,18,25,20.9,61.4960962
Height,2,26,35,20.9,61.49676549
Height,2,36,45,20.9,61.2205055
Height,2,46,55,20.9,60.8603872
Height,2,56,65,20.9,60.7086942
Height,2,66,79,20.9,60.07235527
Height,2,80,99,20.9,59.53452034
Height,1,0,18,20.9,43.85545675
Height,1,18,25,20.9,66.72629587
Height,1,26,35,20.9,66.6535793
Height,1,36,45,20.9,66.3386185
Height,1,46,55,20.9,65.8115316
Height,1,56,65,20.9,65.92696473
Height,1,66,79,20.9,65.35389356
Height,1,80,99,20.9,65.0394052
Height,2,0,18,21,42.77758216
Height,2,18,25,21,61.4960962
Height,2,26,35,21,61.52483637
Height,2,36,45,21,61.2205055
Height,2,46,55,21,60.8661746
Height,2,56,65,21,60.7086942
Height,2,66,79,21,60.0787726
Height,2,80,99,21,59.54491404
Height,1,0,18,21,43.8582914
Height,1,18,25,21,66.7323195
Height,1,26,35,21,66.66814624
Height,1,36,45,21,66.35712245
Height,1,46,55,21,65.8268072
Height,1,56,65,21,65.9449175
Height,1,66,79,21,65.354366
Height,1,80,99,21,65.0394052
Height,2,0,18,21.1,42.82305462
Height,2,18,25,21.1,61.4960962
Height,2,26,35,21.1,61.5354663
Height,2,36,45,21.1,61.2205055
Height,2,46,55,21.1,60.8661746
Height,2,56,65,21.1,60.7086942
Height,2,66,79,21.1,60.0787726
Height,2,80,99,21.1,59.55530775
Height,1,0,18,21.1,43.87230716
Height,1,18,25,21.1,66.73283131
Height,1,26,35,21.1,66.69165019
Height,1,36,45,21.1,66.3779886
Height,1,46,55,21.1,65.8268072
Height,1,56,65,21.1,65.95184664
Height,1,66,79,21.1,65.354366
Height,1,80,99,21.1,65.0394052
Height,2,0,18,21.2,42.86852709
Height,2,18,25,21.2,61.4960962
Height,2,26,35,21.2,61.5354663
Height,2,36,45,21.2,61.2205055
Height,2,46,55,21.2,60.8661746
Height,2,56,65,21.2,60.7086942
Height,2,66,79,21.2,60.0787726
Height,2,80,99,21.2,59.56570146
Height,1,0,18,21.2,43.9587639
Height,1,18,25,21.2,66.75578408
Height,1,26,35,21.2,66.6929494
Height,1,36,45,21.2,66.3779886
Height,1,46,55,21.2,65.8268072
Height,1,56,65,21.2,65.98397264
Height,1,66,79,21.2,65.3616101
Height,1,80,99,21.2,65.0394052
Height,2,0,18,21.3,42.913409
Height,2,18,25,21.3,61.514797
Height,2,26,35,21.3,61.5354663
Height,2,36,45,21.3,61.2353874
Height,2,46,55,21.3,60.8661746
Height,2,56,65,21.3,60.73326114
Height,2,66,79,21.3,60.10274899
Height,2,80,99,21.3,59.5669613
Height,1,0,18,21.3,44.00585053
Height,1,18,25,21.3,66.7716896
Height,1,26,35,21.3,66.69928799
Height,1,36,45,21.3,66.3894453
Height,1,46,55,21.3,65.8268072
Height,1,56,65,21.3,65.9842876
Height,1,66,79,21.3,65.39042901
Height,1,80,99,21.3,65.0394052
Height,2,0,18,21.4,42.913409
Height,2,18,25,21.4,61.5354663
Height,2,26,35,21.4,61.5354663
Height,2,36,45,21.4,61.26318269
Height,2,46,55,21.4,60.8834187
Height,2,56,65,21.4,60.7480643
Height,2,66,79,21.4,60.1181427
Height,2,80,99,21.4,59.5669613
Height,1,0,18,21.4,44.0157718
Height,1,18,25,21.4,66.7716896
Height,1,26,35,21.4,66.72279194
Height,1,36,45,21.4,66.41334295
Height,1,46,55,21.4,65.8268072
Height,1,56,65,21.4,65.9842876
Height,1,66,79,21.4,65.41924792
Height,1,80,99,21.4,65.0394052
Height,2,0,18,21.5,42.97836967
Height,2,18,25,21.5,61.5354663
Height,2,26,35,21.5,61.54708048
Height,2,36,45,21.5,61.29097798
Height,2,46,55,21.5,60.9055447
Height,2,56,65,21.5,60.76066273
Height,2,66,79,21.5,60.1181427
Height,2,80,99,21.5,59.5669613
Height,1,0,18,21.5,44.06065371
Height,1,18,25,21.5,66.7716896
Height,1,26,35,21.5,66.7323195
Height,1,36,45,21.5,66.4173587
Height,1,46,55,21.5,65.8268072
Height,1,56,65,21.5,66.00161044
Height,1,66,79,21.5,65.4331062
Height,1,80,99,21.5,65.04983828
Height,2,0,18,21.6,43.08978705
Height,2,18,25,21.6,61.54334032
Height,2,26,35,21.6,61.5748364
Height,2,36,45,21.6,61.2992457
Height,2,46,55,21.6,60.9055447
Height,2,56,65,21.6,60.7874344
Height,2,66,79,21.6,60.14522933
Height,2,80,99,21.6,59.56790618
Height,1,0,18,21.6,44.094512
Height,1,18,25,21.6,66.7716896
Height,1,26,35,21.6,66.7323195
Height,1,36,45,21.6,66.4173587
Height,1,46,55,21.6,65.83814579
Height,1,56,65,21.6,66.0236577
Height,1,66,79,21.6,65.4331062
Height,1,80,99,21.6,65.06050757
Height,2,0,18,21.7,43.1102595
Height,2,18,25,21.7,61.56597813
Height,2,26,35,21.7,61.5748364
Height,2,36,45,21.7,61.2992457
Height,2,46,55,21.7,60.9055447
Height,2,56,65,21.7,60.78806432
Height,2,66,79,21.7,60.1575128
Height,2,80,99,21.7,59.57829989
Height,1,0,18,21.7,44.11545689
Height,1,18,25,21.7,66.7716896
Height,1,26,35,21.7,66.75393368
Height,1,36,45,21.7,66.4173587
Height,1,46,55,21.7,65.86444502
Height,1,56,65,21.7,66.0236577
Height,1,66,79,21.7,65.4331062
Height,1,80,99,21.7,65.07117687
Height,2,0,18,21.8,43.14136188
Height,2,18,25,21.8,61.5748364
Height,2,26,35,21.8,61.59192302
Height,2,36,45,21.8,61.2992457
Height,2,46,55,21.8,60.9055447
Height,2,56,65,21.8,60.82145017
Height,2,66,79,21.8,60.1575128
Height,2,80,99,21.8,59.5886936
Height,1,0,18,21.8,44.1338821
Height,1,18,25,21.8,66.77539039
Height,1,26,35,21.8,66.7716896
Height,1,36,45,21.8,66.4173587
Height,1,46,55,21.8,65.8661773
Height,1,56,65,21.8,66.0236577
Height,1,66,79,21.8,65.4331062
Height,1,80,99,21.8,65.08184617
Height,2,0,18,21.9,43.1889997
Height,2,18,25,21.9,61.5748364
Height,2,26,35,21.9,61.6142065
Height,2,36,45,21.9,61.32341894
Height,2,46,55,21.9,60.90645021
Height,2,56,65,21.9,60.8268045
Height,2,66,79,21.9,60.1575128
Height,2,80,99,21.9,59.5990873
Height,1,0,18,21.9,44.1338821
Height,1,18,25,21.9,66.79834316
Height,1,26,35,21.9,66.7716896
Height,1,36,45,21.9,66.4173587
Height,1,46,55,21.9,65.8661773
Height,1,56,65,21.9,66.0236577
Height,1,66,79,21.9,65.44523219
Height,1,80,99,21.9,65.09251546
Height,2,0,18,22,43.23230681
Height,2,18,25,22,61.5748364
Height,2,26,35,22,61.6142065
Height,2,36,45,22,61.3386158
Height,2,46,55,22,60.93467857
Height,2,56,65,22,60.84885176
Height,2,66,79,22,60.1575128
Height,2,80,99,22,59.6063314
Height,1,0,18,22,44.1732522
Height,1,18,25,22,66.8110597
Height,1,26,35,22,66.7716896
Height,1,36,45,22,66.4173587
Height,1,46,55,22,65.8661773
Height,1,56,65,22,66.04413015
Height,1,66,79,22,65.4724763
Height,1,80,99,22,65.10318476
Height,2,0,18,22.1,43.28781865
Height,2,18,25,22.1,61.57778916
Height,2,26,35,22.1,61.6142065
Height,2,36,45,22.1,61.3386158
Height,2,46,55,22.1,60.9449148
Height,2,56,65,22.1,60.8661746
Height,2,66,79,22.1,60.1575128
Height,2,80,99,22.1,59.6063314
Height,1,0,18,22.1,44.2126223
Height,1,18,25,22.1,66.8110597
Height,1,26,35,22.1,66.7716896
Height,1,36,45,22.1,66.4231461
Height,1,46,55,22.1,65.89090172
Height,1,56,65,22.1,66.0630278
Height,1,66,79,22.1,65.4724763
Height,1,80,99,22.1,65.11385406
Height,2,0,18,22.2,43.40199194
Height,2,18,25,22.2,61.60042697
Height,2,26,35,22.2,61.6142065
Height,2,36,45,22.2,61.3386158
Height,2,46,55,22.2,60.9449148
Height,2,56,65,22.2,60.8661746
Height,2,66,79,22.2,60.1575128
Height,2,80,99,22.2,59.6063314
Height,1,0,18,22.2,44.2126223
Height,1,18,25,22.2,66.82783136
Height,1,26,35,22.2,66.7716896
Height,1,36,45,22.2,66.44704376
Height,1,46,55,22.2,65.9055474
Height,1,56,65,22.2,66.0630278
Height,1,66,79,22.2,65.4724763
Height,1,80,99,22.2,65.1181454
Height,2,0,18,22.3,43.46970851
Height,2,18,25,22.3,61.6142065
Height,2,26,35,22.3,61.6142065
Height,2,36,45,22.3,61.3386158
Height,2,46,55,22.3,60.9449148
Height,2,56,65,22.3,60.8661746
Height,2,66,79,22.3,60.17873328
Height,2,80,99,22.3,59.6063314
Height,1,0,18,22.3,44.24049633
Height,1,18,25,22.3,66.8504298
Height,1,26,35,22.3,66.77684708
Height,1,36,45,22.3,66.4567288
Height,1,46,55,22.3,65.9055474
Height,1,56,65,22.3,66.0630278
Height,1,66,79,22.3,65.4724763
Height,1,80,99,22.3,65.1181454
Height,2,0,18,22.4,43.58899992
Height,2,18,25,22.4,61.6142065
Height,2,26,35,22.4,61.64223801
Height,2,36,45,22.4,61.3386158
Height,2,46,55,22.4,60.9449148
Height,2,56,65,22.4,60.8661746
Height,2,66,79,22.4,60.1968829
Height,2,80,99,22.4,59.61168573
Height,1,0,18,22.4,44.32695307
Height,1,18,25,22.4,66.8504298
Height,1,26,35,22.4,66.80035103
Height,1,36,45,22.4,66.4567288
Height,1,46,55,22.4,65.9304293
Height,1,56,65,22.4,66.0630278
Height,1,66,79,22.4,65.4724763
Height,1,80,99,22.4,65.1181454
Height,2,0,18,22.5,43.6220708
Height,2,18,25,22.5,61.62897029
Height,2,26,35,22.5,61.6535766
Height,2,36,45,22.5,61.3386158
Height,2,46,55,22.5,60.9449148
Height,2,56,65,22.5,60.89767068
Height,2,66,79,22.5,60.1968829
Height,2,80,99,22.5,59.62207944
Height,1,0,18,22.5,44.3701027
Height,1,18,25,22.5,66.85731957
Height,1,26,35,22.5,66.8110597
Height,1,36,45,22.5,66.4567288
Height,1,46,55,22.5,65.9449175
Height,1,56,65,22.5,66.08664986
Height,1,66,79,22.5,65.4724763
Height,1,80,99,22.5,65.1181454
Height,2,0,18,22.6,43.700811
Height,2,18,25,22.6,61.6516081
Height,2,26,35,22.6,61.6535766
Height,2,36,45,22.6,61.36050558
Height,2,46,55,22.6,60.9449148
Height,2,56,65,22.6,60.9055447
Height,2,66,79,22.6,60.1968829
Height,2,80,99,22.6,59.63247315
Height,1,0,18,22.6,44.4094728
Height,1,18,25,22.6,66.88027234
Height,1,26,35,22.6,66.8110597
Height,1,36,45,22.6,66.46389416
Height,1,46,55,22.6,65.9449175
Height,1,56,65,22.6,66.1023979
Height,1,66,79,22.6,65.48948418
Height,1,80,99,22.6,65.12783044
Height,2,0,18,22.7,43.700811
Height,2,18,25,22.7,61.6535766
Height,2,26,35,22.7,61.6535766
Height,2,36,45,22.7,61.3779859
Height,2,46,55,22.7,60.9449148
Height,2,56,65,22.7,60.9055447
Height,2,66,79,22.7,60.1968829
Height,2,80,99,22.7,59.64286685
Height,1,0,18,22.7,44.46821299
Height,1,18,25,22.7,66.8897999
Height,1,26,35,22.7,66.8110597
Height,1,36,45,22.7,66.48779181
Height,1,46,55,22.7,65.96995688
Height,1,56,65,22.7,66.11153176
Height,1,66,79,22.7,65.5118464
Height,1,80,99,22.7,65.13849974
Height,2,0,18,22.8,43.7401811
Height,2,18,25,22.8,61.65751361
Height,2,26,35,22.8,61.6535766
Height,2,36,45,22.8,61.3779859
Height,2,46,55,22.8,60.96365497
Height,2,56,65,22.8,60.9055447
Height,2,66,79,22.8,60.19704038
Height,2,80,99,22.8,59.6457015
Height,1,0,18,22.8,44.55466973
Height,1,18,25,22.8,66.8897999
Height,1,26,35,22.8,66.8110597
Height,1,36,45,22.8,66.4960989
Height,1,46,55,22.8,65.99625611
Height,1,56,65,22.8,66.141768
Height,1,66,79,22.8,65.5118464
Height,1,80,99,22.8,65.14916904
Height,2,0,18,22.9,43.7596693
Height,2,18,25,22.9,61.68015142
Height,2,26,35,22.9,61.66448212
Height,2,36,45,22.9,61.3779859
Height,2,46,55,22.9,60.9842849
Height,2,56,65,22.9,60.9055447
Height,2,66,79,22.9,60.22432386
Height,2,80,99,22.9,59.6457015
Height,1,0,18,22.9,44.5669532
Height,1,18,25,22.9,66.8897999
Height,1,26,35,22.9,66.8110597
Height,1,36,45,22.9,66.4960989
Height,1,46,55,22.9,66.02255534
Height,1,56,65,22.9,66.141768
Height,1,66,79,22.9,65.53657082
Height,1,80,99,22.9,65.15983834
Height,2,0,18,23,43.7795512
Height,2,18,25,23,61.6929467
Height,2,26,35,23,61.692553
Height,2,36,45,23,61.3779859
Height,2,46,55,23,60.9842849
Height,2,56,65,23,60.9055447
Height,2,66,79,23,60.25160734
Height,2,80,99,23,59.6457015
Height,1,0,18,23,44.60947291
Height,1,18,25,23,66.89334321
Height,1,26,35,23,66.8110597
Height,1,36,45,23,66.4960989
Height,1,46,55,23,66.0236577
Height,1,56,65,23,66.141768
Height,1,66,79,23,65.5512165
Height,1,80,99,23,65.17050763
Height,2,0,18,23.1,43.7795512
Height,2,18,25,23.1,61.6929467
Height,2,26,35,23.1,61.72062388
Height,2,36,45,23.1,61.38137173
Height,2,46,55,23.1,61.00896995
Height,2,56,65,23.1,60.9055447
Height,2,66,79,23.1,60.2756231
Height,2,80,99,23.1,59.6457015
Height,1,0,18,23.1,44.6456934
Height,1,18,25,23.1,66.91629598
Height,1,26,35,23.1,66.8110597
Height,1,36,45,23.1,66.50464221
Height,1,46,55,23.1,66.0236577
Height,1,56,65,23.1,66.141768
Height,1,66,79,23.1,65.5512165
Height,1,80,99,23.1,65.18117693
Height,2,0,18,23.2,43.7795512
Height,2,18,25,23.2,61.6929467
Height,2,26,35,23.2,61.7323168
Height,2,36,45,23.2,61.40916702
Height,2,46,55,23.2,61.023655
Height,2,56,65,23.2,60.96349749
Height,2,66,79,23.2,60.2756231
Height,2,80,99,23.2,59.6457015
Height,1,0,18,23.2,44.6456934
Height,1,18,25,23.2,66.92917
Height,1,26,35,23.2,66.83090223
Height,1,36,45,23.2,66.52853986
Height,1,46,55,23.2,66.0236577
Height,1,56,65,23.2,66.141768
Height,1,66,79,23.2,65.5512165
Height,1,80,99,23.2,65.19184623
Height,2,0,18,23.3,43.8189213
Height,2,18,25,23.3,61.6929467
Height,2,26,35,23.3,61.7323168
Height,2,36,45,23.3,61.43696231
Height,2,46,55,23.3,61.023655
Height,2,56,65,23.3,60.9842849
Height,2,66,79,23.3,60.2756231
Height,2,80,99,23.3,59.6457015
Height,1,0,18,23.3,44.6850635
Height,1,18,25,23.3,66.92917
Height,1,26,35,23.3,66.8504298
Height,1,36,45,23.3,66.535469
Height,1,46,55,23.3,66.0236577
Height,1,56,65,23.3,66.14680737
Height,1,66,79,23.3,65.57310628
Height,1,80,99,23.3,65.20251552
Height,2,0,18,23.4,43.86892133
Height,2,18,25,23.4,61.6929467
Height,2,26,35,23.4,61.7323168
Height,2,36,45,23.4,61.4567261
Height,2,46,55,23.4,61.023655
Height,2,56,65,23.4,60.9842849
Height,2,66,79,23.4,60.2756231
Height,2,80,99,23.4,59.6457015
Height,1,0,18,23.4,44.7244336
Height,1,18,25,23.4,66.92917
Height,1,26,35,23.4,66.8504298
Height,1,36,45,23.4,66.535469
Height,1,46,55,23.4,66.03594117
Height,1,56,65,23.4,66.17893337
Height,1,66,79,23.4,65.5905866
Height,1,80,99,23.4,65.21318482
Height,2,0,18,23.5,43.91439379
Height,2,18,25,23.5,61.69786796
Height,2,26,35,23.5,61.7323168
Height,2,36,45,23.5,61.4567261
Height,2,46,55,23.5,61.023655
Height,2,56,65,23.5,60.9842849
Height,2,66,79,23.5,60.2756231
Height,2,80,99,23.5,59.6457015
Height,1,0,18,23.5,44.80553601
Height,1,18,25,23.5,66.92917
Height,1,26,35,23.5,66.8504298
Height,1,36,45,23.5,66.535469
Height,1,46,55,23.5,66.0622404
Height,1,56,65,23.5,66.1811381
Height,1,66,79,23.5,65.5905866
Height,1,80,99,23.5,65.22385412
Height,2,0,18,23.6,43.95986626
Height,2,18,25,23.6,61.72050577
Height,2,26,35,23.6,61.7323168
Height,2,36,45,23.6,61.48097808
Height,2,46,55,23.6,61.023655
Height,2,56,65,23.6,60.98932427
Height,2,66,79,23.6,60.29719791
Height,2,80,99,23.6,59.6457015
Height,1,0,18,23.6,44.8425439
Height,1,18,25,23.6,66.92917
Height,1,26,35,23.6,66.8504298
Height,1,36,45,23.6,66.54539027
Height,1,46,55,23.6,66.0630278
Height,1,56,65,23.6,66.1811381
Height,1,66,79,23.6,65.5905866
Height,1,80,99,23.6,65.23452342
Height,2,0,18,23.7,44.03427575
Height,2,18,25,23.7,61.7323168
Height,2,26,35,23.7,61.7323168
Height,2,36,45,23.7,61.4960962
Height,2,46,55,23.7,61.023655
Height,2,56,65,23.7,61.02271012
Height,2,66,79,23.7,60.3149932
Height,2,80,99,23.7,59.6457015
Height,1,0,18,23.7,44.86033919
Height,1,18,25,23.7,66.92917
Height,1,26,35,23.7,66.8504298
Height,1,36,45,23.7,66.56928792
Height,1,46,55,23.7,66.07546875
Height,1,56,65,23.7,66.1811381
Height,1,66,79,23.7,65.60964173
Height,1,80,99,23.7,65.26306674
Height,2,0,18,23.8,44.09018129
Height,2,18,25,23.8,61.7323168
Height,2,26,35,23.8,61.75963965
Height,2,36,45,23.8,61.49719856
Height,2,46,55,23.8,61.023655
Height,2,56,65,23.8,61.023655
Height,2,66,79,23.8,60.3149932
Height,2,80,99,23.8,59.6457015
Height,1,0,18,23.8,44.9212841
Height,1,18,25,23.8,66.92917
Height,1,26,35,23.8,66.85381563
Height,1,36,45,23.8,66.5748391
Height,1,46,55,23.8,66.10176798
Height,1,56,65,23.8,66.1811381
Height,1,66,79,23.8,65.6299567
Height,1,80,99,23.8,65.29507463
Height,2,0,18,23.9,44.094512
Height,2,18,25,23.9,61.74904909
Height,2,26,35,23.9,61.7716869
Height,2,36,45,23.9,61.52499385
Height,2,46,55,23.9,61.023655
Height,2,56,65,23.9,61.023655
Height,2,66,79,23.9,60.3149932
Height,2,80,99,23.9,59.64948103
Height,1,0,18,23.9,45.02711093
Height,1,18,25,23.9,66.94243772
Height,1,26,35,23.9,66.87731958
Height,1,36,45,23.9,66.57771312
Height,1,46,55,23.9,66.1023979
Height,1,56,65,23.9,66.18208298
Height,1,66,79,23.9,65.6299567
Height,1,80,99,23.9,65.32708252
Height,2,0,18,24,44.14175612
Height,2,18,25,24,61.7716869
Height,2,26,35,24,61.77641131
Height,2,36,45,24,61.5354663
Height,2,46,55,24,61.023655
Height,2,56,65,24,61.023655
Height,2,66,79,24,60.3149932
Height,2,80,99,24,59.65987474
Height,1,0,18,24,45.1181346
Height,1,18,25,24,66.96539049
Height,1,26,35,24,66.90082353
Height,1,36,45,24,66.60161077
Height,1,46,55,24,66.1023979
Height,1,56,65,24,66.21420898
Height,1,66,79,24,65.6299567
Height,1,80,99,24,65.354366
Height,2,0,18,24.1,44.1732522
Height,2,18,25,24.1,61.7716869
Height,2,26,35,24.1,61.80448219
Height,2,36,45,24.1,61.54121433
Height,2,46,55,24.1,61.023655
Height,2,56,65,24.1,61.023655
Height,2,66,79,24.1,60.31550501
Height,2,80,99,24.1,59.67026844
Height,1,0,18,24.1,45.16679604
Height,1,18,25,24.1,66.98834326
Height,1,26,35,24.1,66.92432748
Height,1,36,45,24.1,66.6142092
Height,1,46,55,24.1,66.1023979
Height,1,56,65,24.1,66.2205082
Height,1,66,79,24.1,65.6299567
Height,1,80,99,24.1,65.354366
Height,2,0,18,24.2,44.23270105
Height,2,18,25,24.2,61.7716869
Height,2,26,35,24.2,61.811057
Height,2,36,45,24.2,61.56900963
Height,2,46,55,24.2,61.023655
Height,2,56,65,24.2,61.023655
Height,2,66,79,24.2,60.34278849
Height,2,80,99,24.2,59.68066215
Height,1,0,18,24.2,45.1968748
Height,1,18,25,24.2,67.0079102
Height,1,26,35,24.2,66.92917
Height,1,36,45,24.2,66.6142092
Height,1,46,55,24.2,66.1023979
Height,1,56,65,24.2,66.2205082
Height,1,66,79,24.2,65.63562599
Height,1,80,99,24.2,65.354366
Height,2,0,18,24.3,44.27817352
Height,2,18,25,24.3,61.7716869
Height,2,26,35,24.3,61.811057
Height,2,36,45,24.3,61.5748364
Height,2,46,55,24.3,61.023655
Height,2,56,65,24.3,61.023655
Height,2,66,79,24.3,60.3543633
Height,2,80,99,24.3,59.6850716
Height,1,0,18,24.3,45.22159922
Height,1,18,25,24.3,67.0079102
Height,1,26,35,24.3,66.92917
Height,1,36,45,24.3,66.63393362
Height,1,46,55,24.3,66.11515381
Height,1,56,65,24.3,66.2205082
Height,1,66,79,24.3,65.66444491
Height,1,80,99,24.3,65.354366
Height,2,0,18,24.4,44.40238618
Height,2,18,25,24.4,61.7716869
Height,2,26,35,24.4,61.811057
Height,2,36,45,24.4,61.5748364
Height,2,46,55,24.4,61.023655
Height,2,56,65,24.4,61.023655
Height,2,66,79,24.4,60.3543633
Height,2,80,99,24.4,59.6850716
Height,1,0,18,24.4,45.275615
Height,1,18,25,24.4,67.0079102
Height,1,26,35,24.4,66.92917
Height,1,36,45,24.4,66.65783127
Height,1,46,55,24.4,66.14145304
Height,1,56,65,24.4,66.22460269
Height,1,66,79,24.4,65.6693268
Height,1,80,99,24.4,65.36412978
Height,2,0,18,24.5,44.44785865
Height,2,18,25,24.5,61.7716869
Height,2,26,35,24.5,61.83802552
Height,2,36,45,24.5,61.5748364
Height,2,46,55,24.5,61.04983612
Height,2,56,65,24.5,61.05357628
Height,2,66,79,24.5,60.3543633
Height,2,80,99,24.5,59.6850716
Height,1,0,18,24.5,45.3937253
Height,1,18,25,24.5,67.0079102
Height,1,26,35,24.5,66.93960308
Height,1,36,45,24.5,66.68172892
Height,1,46,55,24.5,66.16775227
Height,1,56,65,24.5,66.25672869
Height,1,66,79,24.5,65.6693268
Height,1,80,99,24.5,65.38546838
Height,2,0,18,24.6,44.488213
Height,2,18,25,24.6,61.78940345
Height,2,26,35,24.6,61.8504271
Height,2,36,45,24.6,61.5748364
Height,2,46,55,24.6,61.0630251
Height,2,56,65,24.6,61.0630251
Height,2,66,79,24.6,60.3543633
Height,2,80,99,24.6,59.6850716
Height,1,0,18,24.6,45.40222924
Height,1,18,25,24.6,67.0079102
Height,1,26,35,24.6,66.96310703
Height,1,36,45,24.6,66.6929494
Height,1,46,55,24.6,66.19405149
Height,1,56,65,24.6,66.2598783
Height,1,66,79,24.6,65.6693268
Height,1,80,99,24.6,65.40680697
Height,2,0,18,24.7,44.49943348
Height,2,18,25,24.7,61.811057
Height,2,26,35,24.7,61.8504271
Height,2,36,45,24.7,61.58987578
Height,2,46,55,24.7,61.0630251
Height,2,56,65,24.7,61.08097787
Height,2,66,79,24.7,60.3543633
Height,2,80,99,24.7,59.6850716
Height,1,0,18,24.7,45.44931588
Height,1,18,25,24.7,67.0079102
Height,1,26,35,24.7,66.9685401
Height,1,36,45,24.7,66.6929494
Height,1,46,55,24.7,66.22035072
Height,1,56,65,24.7,66.2598783
Height,1,66,79,24.7,65.6693268
Height,1,80,99,24.7,65.42814557
Height,2,0,18,24.8,44.5669532
Height,2,18,25,24.8,61.811057
Height,2,26,35,24.8,61.8504271
Height,2,36,45,24.8,61.61767107
Height,2,46,55,24.8,61.0630251
Height,2,56,65,24.8,61.11436371
Height,2,66,79,24.8,60.3543633
Height,2,80,99,24.8,59.6850716
Height,1,0,18,24.8,45.49640252
Height,1,18,25,24.8,67.0079102
Height,1,26,35,24.8,66.97074483
Height,1,36,45,24.8,66.6929494
Height,1,46,55,24.8,66.2205082
Height,1,56,65,24.8,66.2598783
Height,1,66,79,24.8,65.6693268
Height,1,80,99,24.8,65.44129518
Height,2,0,18,24.9,44.70848871
Height,2,18,25,24.9,61.811057
Height,2,26,35,24.9,61.8504271
Height,2,36,45,24.9,61.64546636
Height,2,46,55,24.9,61.08400936
Height,2,56,65,24.9,61.1417653
Height,2,66,79,24.9,60.37629245
Height,2,80,99,24.9,59.6850716
Height,1,0,18,24.9,45.5118356
Height,1,18,25,24.9,67.01448501
Height,1,26,35,24.9,66.99424878
Height,1,36,45,24.9,66.69857932
Height,1,46,55,24.9,66.2205082
Height,1,56,65,24.9,66.2598783
Height,1,66,79,24.9,65.67987799
Height,1,80,99,24.9,65.45196448
Height,2,0,18,25,44.75396118
Height,2,18,25,25,61.811057
Height,2,26,35,25,61.8504271
Height,2,36,45,25,61.6535766
Height,2,46,55,25,61.1023952
Height,2,56,65,25,61.1417653
Height,2,66,79,25,60.40357593
Height,2,80,99,25,59.6850716
Height,1,0,18,25,45.5512057
Height,1,18,25,25,67.03743778
Height,1,26,35,25,67.0079102
Height,1,36,45,25,66.72247698
Height,1,46,55,25,66.2205082
Height,1,56,65,25,66.2598783
Height,1,66,79,25,65.7086969
Height,1,80,99,25,65.46263378
Height,2,0,18,25.1,44.8031738
Height,2,18,25,25.1,61.811057
Height,2,26,35,25.1,61.8504271
Height,2,36,45,25.1,61.6535766
Height,2,46,55,25.1,61.1023952
Height,2,56,65,25.1,61.1417653
Height,2,66,79,25.1,60.4308594
Height,2,80,99,25.1,59.6850716
Height,1,0,18,25.1,45.5905758
Height,1,18,25,25.1,67.0472803
Height,1,26,35,25.1,67.0079102
Height,1,36,45,25.1,66.7323195
Height,1,46,55,25.1,66.2205082
Height,1,56,65,25.1,66.2920043
Height,1,66,79,25.1,65.7086969
Height,1,80,99,25.1,65.47330307
Height,2,0,18,25.2,44.8425439
Height,2,18,25,25.2,61.811057
Height,2,26,35,25.2,61.87704129
Height,2,36,45,25.2,61.6535766
Height,2,46,55,25.2,61.1023952
Height,2,56,65,25.2,61.16916689
Height,2,66,79,25.2,60.4331035
Height,2,80,99,25.2,59.6850716
